,bairro/cidade,rua,legenda,area m²,Quartos,banheiros,vagas,preço,condominio,bairro,cidade
556,"Sapiranga-Coité, Fortaleza",Rua Crisanto Moreira da Rocha,"Apartamento para comprar 
Sapiranga-Coité, Fortaleza",136,3,3,3,R$ 1.150.000,Cond. R$ 1.100,Sapiranga-Coité, Fortaleza
557,"Meireles, Fortaleza",Rua Pereira Valente,"Apartamento para comprar 
Meireles, Fortaleza",103,2,3,2,R$ 798.000,Cond. R$ 1.600,Meireles, Fortaleza
558,"Sabiaguaba, Fortaleza",Rua Francisco Matias,"Casa de condomínio para comprar 
Sabiaguaba, Fortaleza",229,3,4,5,R$ 1.149.990,Cond. R$ 1.100 • IPTU R$ 3.036,Sabiaguaba, Fortaleza
559,"Messejana, Fortaleza",Rua Coronel João de Oliveira,"Apartamento para comprar 
Messejana, Fortaleza",58,2,2,2,R$ 380.000,Cond. R$ 500 • IPTU R$ 500,Messejana, Fortaleza
560,"Lagoa Redonda, Fortaleza",Avenida Maestro Lisboa,"Casa de condomínio para comprar 
Lagoa Redonda, Fortaleza",750,5,7,8,R$ 9.500.000,Cond. R$ 1.800 • IPTU R$ 400,Lagoa Redonda, Fortaleza
561,"Fátima, Fortaleza",Rua João Lobo Filho,"Apartamento para comprar 
Fátima, Fortaleza",115,3,4,2,R$ 890.000,Cond. R$ 1.100,Fátima, Fortaleza
562,"Cambeba, Fortaleza",Avenida José Martiniano de Alencar,"Casa de condomínio para comprar 
Cambeba, Fortaleza",120,2,3,1,R$ 450.000,Cond. R$ 450 • IPTU R$ 80,Cambeba, Fortaleza
563,"Meireles, Fortaleza",Rua José Vilar,"Apartamento para comprar 
Meireles, Fortaleza",187,3,4,3,R$ 1.550.000,Cond. R$ 3.041 • IPTU R$ 478,Meireles, Fortaleza
564,"Mondubim, Fortaleza",Rua Monte Líbano,"Apartamento para comprar 
Mondubim, Fortaleza",44,2,1,1,R$ 174.800,Cond. R$ 411,Mondubim, Fortaleza
565,"Meireles, Fortaleza",Rua Ana Bilhar,"Apartamento para comprar 
Meireles, Fortaleza",305,4,5,4,R$ 2.300.000,Cond. R$ 3.300,Meireles, Fortaleza
566,"Maraponga, Fortaleza",Rua Carlos Studart,"Casa para comprar 
Maraponga, Fortaleza",240,4,4,4,R$ 1.880.000,Cond. R$ 500,Maraponga, Fortaleza
567,"José Bonifácio, Fortaleza",Rua Solon Pinheiro,"Casa para comprar 
José Bonifácio, Fortaleza",360,4,2,6,R$ 1.350.000,0,José Bonifácio, Fortaleza
568,"Mucuripe, Fortaleza",Avenida Beira Mar,"Apartamento para comprar 
Mucuripe, Fortaleza",240,3,4,3,R$ 3.000.000,Cond. R$ 2.045 • IPTU R$ 1,Mucuripe, Fortaleza
569,"Meireles, Fortaleza",Rua Silva Paulet,"Apartamento para comprar 
Meireles, Fortaleza",62,2,3,1,R$ 716.000,Cond. R$ 500,Meireles, Fortaleza
570,"Joaquim Távora, Fortaleza",Rua Nogueira Acioli,"Apartamento para comprar 
Joaquim Távora, Fortaleza",65,3,2,2,R$ 619.348,0,Joaquim Távora, Fortaleza
571,"Parque Iracema, Fortaleza",Rua Leão Veloso,"Apartamento para comprar 
Parque Iracema, Fortaleza",80,3,2,2,R$ 660.000,0,Parque Iracema, Fortaleza
572,"Sapiranga, Fortaleza",,"Casa para comprar 
Sapiranga, Fortaleza",158,3,5,5,R$ 800.000,IPTU R$ 1,Sapiranga, Fortaleza
573,"Parque Manibura, Fortaleza",,"Casa para comprar 
Parque Manibura, Fortaleza",430,5,7,7,R$ 1.199.900,0,Parque Manibura, Fortaleza
574,"Jardim Cearense, Fortaleza",,"Apartamento para comprar 
Jardim Cearense, Fortaleza",65,3,3,2,R$ 660.000,Cond. R$ 550,Jardim Cearense, Fortaleza
575,"Siqueira, Fortaleza",,"Apartamento para comprar 
Siqueira, Fortaleza",56,2,2,1,R$ 690.000,0,Siqueira, Fortaleza
576,"Edson Queiroz, Fortaleza",,"Apartamento para comprar 
Edson Queiroz, Fortaleza",51,2,1,1,R$ 499.000,Cond. R$ 1 • IPTU R$ 1,Edson Queiroz, Fortaleza
577,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Caio Cid,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",103,3,1,2,R$ 1.053.061,0,Engenheiro Luciano Cavalcante, Fortaleza
578,"Mucuripe, Fortaleza",Avenida Beira Mar,"Apartamento para comprar 
Mucuripe, Fortaleza",315,4,6,4,R$ 7.500.000,Cond. R$ 3.500,Mucuripe, Fortaleza
579,"Centro, Fortaleza",Avenida Dom Manuel,"Apartamento para comprar 
Centro, Fortaleza",55,2,2,1,R$ 670.000,Cond. R$ 315 • IPTU R$ 790,Centro, Fortaleza
580,"Aldeota, Fortaleza",Rua Desembargador Leite Albuquerque,"Apartamento para comprar 
Aldeota, Fortaleza",174,3,3,3,R$ 3.072.000,0,Aldeota, Fortaleza
581,"Cocó, Fortaleza",Rua Vilebaldo Aguiar,"Apartamento para comprar 
Cocó, Fortaleza",131,3,5,3,R$ 1.360.000,IPTU R$ 150,Cocó, Fortaleza
582,"Aldeota, Fortaleza",Rua Beni Carvalho,"Apartamento para comprar 
Aldeota, Fortaleza",400,4,5,4,R$ 1.900.000,Cond. R$ 1.600,Aldeota, Fortaleza
583,"Edson Queiroz, Fortaleza",Travessa Contaneide,"Apartamento para comprar 
Edson Queiroz, Fortaleza",30,1,2,2,R$ 367.489,0,Edson Queiroz, Fortaleza
584,"Cidade dos Funcionários, Fortaleza",Avenida Ulisses Bezerra,"Casa para comprar 
Cidade dos Funcionários, Fortaleza",520,3,4,4,R$ 700.000,Cond. R$ 1 • IPTU R$ 1,Cidade dos Funcionários, Fortaleza
585,"Jardim das Oliveiras, Fortaleza",Rua Stênio Gomes,"Casa para comprar 
Jardim das Oliveiras, Fortaleza",123,3,4,5,R$ 650.000,Cond. R$ 1 • IPTU R$ 1,Jardim das Oliveiras, Fortaleza
586,"Aldeota, Fortaleza",Rua Monsenhor Bruno,"Apartamento para comprar 
Aldeota, Fortaleza",151,4,5,3,R$ 1.750.000,Cond. R$ 1.550 • IPTU R$ 102,Aldeota, Fortaleza
587,"Mucuripe, Fortaleza",Avenida Beira Mar,"Apartamento para comprar 
Mucuripe, Fortaleza",42,1,1,1,R$ 600.000,Cond. R$ 1.650,Mucuripe, Fortaleza
588,"José de Alencar, Fortaleza",Rua Ministro Abner de Vasconcelos,"Apartamento para comprar 
José de Alencar, Fortaleza",60,2,1,1,R$ 280.000,Cond. R$ 830,José de Alencar, Fortaleza
589,"Mondubim, Fortaleza",Rua Doutor Manuel Moreira,"Casa para comprar 
Mondubim, Fortaleza",150,4,4,2,R$ 590.000,Cond. R$ 100 • IPTU R$ 1,Mondubim, Fortaleza
590,"Sapiranga, Fortaleza",Rua Tabelião Joaquim Coelho,"Casa para comprar 
Sapiranga, Fortaleza",360,3,3,6,R$ 450.000,0,Sapiranga, Fortaleza
591,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Doutor Francisco Gadelha,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",80,3,3,2,R$ 650.000,Cond. R$ 750,Engenheiro Luciano Cavalcante, Fortaleza
592,"Pedras, Fortaleza",Rua 3,"Apartamento para comprar 
Pedras, Fortaleza",46,2,1,1,R$ 189.000,Cond. R$ 326,Pedras, Fortaleza
593,"Cambeba, Fortaleza",Avenida Engenheiro Agrônomo José Guimarães Duque,"Apartamento para comprar 
Cambeba, Fortaleza",57,2,1,1,R$ 340.000,Cond. R$ 461,Cambeba, Fortaleza
594,"Aldeota, Fortaleza",Rua Afonso Celso,"Apartamento para comprar 
Aldeota, Fortaleza",94,3,2,2,R$ 865.000,Cond. R$ 1.300,Aldeota, Fortaleza
595,"Engenheiro Luciano Cavalcante, Fortaleza",Avenida Comodoro Estácio Brígido,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",130,3,5,2,R$ 780.000,Cond. R$ 1.380 • IPTU R$ 1.000,Engenheiro Luciano Cavalcante, Fortaleza
596,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Coronel Aluísio Borba,"Casa para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",570,5,8,6,R$ 2.300.000,0,Engenheiro Luciano Cavalcante, Fortaleza
597,"Parque Iracema, Fortaleza",Rua Leão Veloso,"Apartamento para comprar 
Parque Iracema, Fortaleza",89,3,1,2,R$ 740.000,Cond. R$ 550,Parque Iracema, Fortaleza
598,"Meireles, Fortaleza",,"Apartamento para comprar 
Meireles, Fortaleza",301,4,1,5,R$ 3.985.981,Cond. R$ 1 • IPTU R$ 1,Meireles, Fortaleza
599,"Boa Vista, Fortaleza",,"Casa para comprar 
Boa Vista, Fortaleza",178,2,2,1,R$ 480.000,0,Boa Vista, Fortaleza
600,"Edson Queiroz, Fortaleza",,"Casa para comprar 
Edson Queiroz, Fortaleza",125,3,1,3,R$ 630.000,Cond. R$ 1 • IPTU R$ 1,Edson Queiroz, Fortaleza
601,"Aldeota, Fortaleza",Rua Vicente Leite,"Apartamento para comprar 
Aldeota, Fortaleza",205,4,6,4,R$ 2.890.000,Cond. R$ 2.200 • IPTU R$ 14.300,Aldeota, Fortaleza
602,"Cocó, Fortaleza",Rua Bento Albuquerque,"Apartamento para comprar 
Cocó, Fortaleza",109,3,2,2,R$ 899.000,Cond. R$ 1.200 • IPTU R$ 1,Cocó, Fortaleza
603,"Aldeota, Fortaleza",Rua Frederico Borges,"Apartamento para comprar 
Aldeota, Fortaleza",140,3,3,2,R$ 1.399.000,Cond. R$ 1.100 • IPTU R$ 190,Aldeota, Fortaleza
604,"Meireles, Fortaleza",Rua Ildefonso Albano,"Apartamento para comprar 
Meireles, Fortaleza",21,1,1,1,R$ 499.990,0,Meireles, Fortaleza
605,"Meireles, Fortaleza",Rua Leonardo Mota,"Apartamento para comprar 
Meireles, Fortaleza",118,3,5,3,R$ 1.450.000,Cond. R$ 1.400 • IPTU R$ 1.400,Meireles, Fortaleza
606,"Jangurussu, Fortaleza",Rua Francisco Lima e Silva,"Apartamento para comprar 
Jangurussu, Fortaleza",90,2,2,4,R$ 290.000,0,Jangurussu, Fortaleza
607,"Mondubim, Fortaleza",Rua Ayrton Senna,"Apartamento para comprar 
Mondubim, Fortaleza",82,3,2,1,R$ 400.990,0,Mondubim, Fortaleza
608,"Meireles, Fortaleza",Rua Antônio Augusto,"Apartamento para comprar 
Meireles, Fortaleza",103,3,2,1,R$ 415.000,Cond. R$ 1.150 • IPTU R$ 797,Meireles, Fortaleza
609,"Jardim Cearense, Fortaleza",Rua Emílio Sá,"Apartamento para comprar 
Jardim Cearense, Fortaleza",64,3,3,1,R$ 280.000,Cond. R$ 550 • IPTU R$ 100,Jardim Cearense, Fortaleza
610,"Montese, Fortaleza",Rua Romeu Martins,"Apartamento para comprar 
Montese, Fortaleza",53,2,1,1,R$ 210.000,Cond. R$ 800,Montese, Fortaleza
611,"Parquelândia, Fortaleza",Avenida Bezerra de Menezes,"Casa para comprar 
Parquelândia, Fortaleza",180,4,5,4,R$ 1.500.000,IPTU R$ 1,Parquelândia, Fortaleza
612,"Cocó, Fortaleza",Rua Doutor Gilberto Studart,"Apartamento para comprar 
Cocó, Fortaleza",114,1,1,2,R$ 600.000,0,Cocó, Fortaleza
613,"Jacarecanga, Fortaleza",Rua Padre Constantino,"Apartamento para comprar 
Jacarecanga, Fortaleza",62,3,2,2,R$ 345.000,Cond. R$ 510 • IPTU R$ 571,Jacarecanga, Fortaleza
614,"Cocó, Fortaleza",Rua Bento Albuquerque,"Apartamento para comprar 
Cocó, Fortaleza",217,3,4,4,R$ 2.300.000,Cond. R$ 1.500 • IPTU R$ 1,Cocó, Fortaleza
615,"São Bento, Fortaleza",Rua E,"Apartamento para comprar 
São Bento, Fortaleza",59,2,2,2,R$ 239.900,0,São Bento, Fortaleza
616,"Passaré, Fortaleza",Avenida da Saudade,"Apartamento para comprar 
Passaré, Fortaleza",58,3,2,2,R$ 349.000,0,Passaré, Fortaleza
617,"Engenheiro Luciano Cavalcante, Fortaleza",Rua General Caiado de Castro,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",71,3,2,2,R$ 571.000,0,Engenheiro Luciano Cavalcante, Fortaleza
618,"Vicente Pinzon, Fortaleza",Avenida Engenheiro Santana Júnior,"Apartamento para comprar 
Vicente Pinzon, Fortaleza",150,3,3,2,R$ 449.800,Cond. R$ 1.300 • IPTU R$ 1.000,Vicente Pinzon, Fortaleza
619,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Gontran Giffoni,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",172,4,5,3,R$ 1.499.000,Cond. R$ 996,Engenheiro Luciano Cavalcante, Fortaleza
620,"Praia do Futuro II, Fortaleza",Avenida Dioguinho,"Apartamento para comprar 
Praia do Futuro II, Fortaleza",48,2,2,1,R$ 372.750,Cond. R$ 10,Praia do Futuro II, Fortaleza
621,"Cambeba, Fortaleza",Avenida Viena Weyne,"Casa de condomínio para comprar 
Cambeba, Fortaleza",346,4,5,5,R$ 1.799.000,Cond. R$ 1.800,Cambeba, Fortaleza
622,"Guararapes, Fortaleza",Avenida Chanceler Edson Queiroz,"Apartamento para comprar 
Guararapes, Fortaleza",304,4,5,4,R$ 3.600.000,Cond. R$ 4.450,Guararapes, Fortaleza
623,"Meireles, Fortaleza",Avenida da Abolição,"Apartamento para comprar 
Meireles, Fortaleza",97,3,3,2,R$ 1.891.479,0,Meireles, Fortaleza
624,"Passaré, Fortaleza",Avenida Presidente Juscelino Kubitschek,"Apartamento para comprar 
Passaré, Fortaleza",63,3,2,1,R$ 240.000,Cond. R$ 418 • IPTU R$ 722,Passaré, Fortaleza
625,"Centro, Fortaleza",Avenida Monsenhor Tabosa,"Apartamento para comprar 
Centro, Fortaleza",52,2,1,1,R$ 420.000,Cond. R$ 1.000 • IPTU R$ 900,Centro, Fortaleza
626,"Sapiranga-Coité, Fortaleza",Rua José Vilar de Andrade,"Casa para comprar 
Sapiranga-Coité, Fortaleza",330,3,5,4,R$ 1.200.000,0,Sapiranga-Coité, Fortaleza
627,"Mucuripe, Fortaleza",Rua Frei Mansueto,"Apartamento para comprar 
Mucuripe, Fortaleza",112,3,4,3,R$ 1.278.000,Cond. R$ 1.060 • IPTU R$ 50,Mucuripe, Fortaleza
628,"Prefeito José Walter, Fortaleza",Rua 08H,"Apartamento para comprar 
Prefeito José Walter, Fortaleza",44,2,2,1,R$ 220.000,Cond. R$ 317,Prefeito José Walter, Fortaleza
629,"Papicu, Fortaleza",Rua Artista Plástico Joaquim de Souza,"Apartamento para comprar 
Papicu, Fortaleza",130,3,4,2,R$ 1.650.000,Cond. R$ 650,Papicu, Fortaleza
630,"Parquelândia, Fortaleza",Rua Érico Mota,"Apartamento para comprar 
Parquelândia, Fortaleza",152,4,4,3,R$ 1.480.000,Cond. R$ 1.100,Parquelândia, Fortaleza
631,"Guararapes, Fortaleza",Rua Doutor Márlio Fernandes,"Apartamento para comprar 
Guararapes, Fortaleza",243,3,4,4,R$ 1.300.000,Cond. R$ 2.500 • IPTU R$ 5.500,Guararapes, Fortaleza
632,"Meireles, Fortaleza",,"Apartamento para comprar 
Meireles, Fortaleza",66,3,3,1,R$ 785.000,Cond. R$ 1.058,Meireles, Fortaleza
633,"Meireles, Fortaleza",Avenida Beira Mar,"Apartamento para comprar 
Meireles, Fortaleza",300,4,5,4,R$ 3.500.000,Cond. R$ 1.750 • IPTU R$ 1.000,Meireles, Fortaleza
634,"Aldeota, Fortaleza",Rua General Tertuliano Potiguara,"Apartamento para comprar 
Aldeota, Fortaleza",150,4,4,4,R$ 1.500.000,Cond. R$ 1.600 • IPTU R$ 1,Aldeota, Fortaleza
635,"Joaquim Távora, Fortaleza",Rua Doutor José Lourenço,"Apartamento para comprar 
Joaquim Távora, Fortaleza",92,3,3,1,R$ 390.000,Cond. R$ 1.052,Joaquim Távora, Fortaleza
636,"Cocó, Fortaleza",Rua Bento Albuquerque,"Apartamento para comprar 
Cocó, Fortaleza",128,3,4,3,R$ 1.349.900,Cond. R$ 876 • IPTU R$ 2.840,Cocó, Fortaleza
637,"Engenheiro Luciano Cavalcante, Fortaleza",Rua José Alencar Ramos,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",141,3,4,3,R$ 1.500.000,0,Engenheiro Luciano Cavalcante, Fortaleza
638,"Prefeito José Walter, Fortaleza",Avenida I,"Apartamento para comprar 
Prefeito José Walter, Fortaleza",10,2,1,1,R$ 150.000,Cond. R$ 1 • IPTU R$ 1,Prefeito José Walter, Fortaleza
639,"Meireles, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Meireles, Fortaleza",48,2,1,1,R$ 860.000,Cond. R$ 700 • IPTU R$ 1.300,Meireles, Fortaleza
640,"Parquelândia, Fortaleza",Rua Moreira de Sousa,"Apartamento para comprar 
Parquelândia, Fortaleza",120,3,4,2,R$ 950.000,Cond. R$ 800 • IPTU R$ 1.400,Parquelândia, Fortaleza
641,"Aldeota, Fortaleza",Rua Osvaldo Cruz,"Apartamento para comprar 
Aldeota, Fortaleza",94,3,3,2,R$ 1.100.000,Cond. R$ 950,Aldeota, Fortaleza
642,"Papicu, Fortaleza",Rua Joaquim Lima,"Apartamento para comprar 
Papicu, Fortaleza",78,3,1,2,R$ 690.000,Cond. R$ 530 • IPTU R$ 150,Papicu, Fortaleza
643,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Caetano Ximenes Aragão,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",81,3,2,2,R$ 605.000,0,Engenheiro Luciano Cavalcante, Fortaleza
644,"Praia de Iracema, Fortaleza",Rua Dragão do Mar,"Apartamento para comprar 
Praia de Iracema, Fortaleza",54,2,3,1,R$ 720.800,0,Praia de Iracema, Fortaleza
645,"Edson Queiroz, Fortaleza",,"Casa para comprar 
Edson Queiroz, Fortaleza",185,3,3,4,R$ 690.000,IPTU R$ 912,Edson Queiroz, Fortaleza
646,"Engenheiro Luciano Cavalcante, Fortaleza",,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",74,2,3,2,R$ 680.000,0,Engenheiro Luciano Cavalcante, Fortaleza
647,"Meireles, Fortaleza",Rua Ildefonso Albano,"Apartamento para comprar 
Meireles, Fortaleza",29,1,1,1,R$ 558.000,0,Meireles, Fortaleza
648,"Praia do Futuro II, Fortaleza",Rua Antônio Atualpa Rodrigues,"Apartamento para comprar 
Praia do Futuro II, Fortaleza",36,1,1,1,R$ 390.000,Cond. R$ 495 • IPTU R$ 82,Praia do Futuro II, Fortaleza
649,"Prefeito José Walter, Fortaleza",Rua H,"Apartamento para comprar 
Prefeito José Walter, Fortaleza",45,2,2,1,R$ 236.000,0,Prefeito José Walter, Fortaleza
650,"Cambeba, Fortaleza",Rua José La Fayette Azevedo Lima,"Apartamento para comprar 
Cambeba, Fortaleza",83,3,2,2,R$ 485.000,Cond. R$ 750 • IPTU R$ 95,Cambeba, Fortaleza
651,"Paupina, Fortaleza",Rua A Lot Messejana,"Apartamento para comprar 
Paupina, Fortaleza",44,2,1,2,R$ 250.000,Cond. R$ 325,Paupina, Fortaleza
652,"Edson Queiroz, Fortaleza",Rua Hil de Moraes,"Apartamento para comprar 
Edson Queiroz, Fortaleza",70,3,2,2,R$ 645.000,Cond. R$ 490,Edson Queiroz, Fortaleza
653,"Meireles, Fortaleza",,"Apartamento para comprar 
Meireles, Fortaleza",308,4,6,4,R$ 2.550.000,Cond. R$ 3.300 • IPTU R$ 1.100,Meireles, Fortaleza
654,"Meireles, Fortaleza",,"Apartamento para comprar 
Meireles, Fortaleza",216,3,4,3,R$ 1.090.000,Cond. R$ 2.000,Meireles, Fortaleza
655,"José Bonifácio, Fortaleza",Rua Senador Pompeu,"Apartamento para comprar 
José Bonifácio, Fortaleza",48,2,2,1,R$ 490.000,Cond. R$ 532,José Bonifácio, Fortaleza
656,"Papicu, Fortaleza",Rua Fausto Cabral,"Apartamento para comprar 
Papicu, Fortaleza",110,4,4,1,R$ 429.000,Cond. R$ 900 • IPTU R$ 120,Papicu, Fortaleza
657,"Aldeota, Fortaleza",,"Apartamento para comprar 
Aldeota, Fortaleza",225,4,4,4,R$ 3.158.000,0,Aldeota, Fortaleza
658,"Cidade dos Funcionários, Fortaleza",,"Casa para comprar 
Cidade dos Funcionários, Fortaleza",190,4,1,4,R$ 750.000,Cond. R$ 1 • IPTU R$ 1,Cidade dos Funcionários, Fortaleza
659,"Centro, Fortaleza",Rua Senador Pompeu,"Apartamento para comprar 
Centro, Fortaleza",48,2,2,1,R$ 499.000,Cond. R$ 450,Centro, Fortaleza
660,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Gontran Giffoni,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",172,4,4,3,R$ 2.180.000,Cond. R$ 1.088,Engenheiro Luciano Cavalcante, Fortaleza
661,"Aldeota, Fortaleza",Rua Marcos Macêdo,"Apartamento para comprar 
Aldeota, Fortaleza",191,3,5,4,R$ 800.000,Cond. R$ 2.802,Aldeota, Fortaleza
662,"Parque Iracema, Fortaleza",Rua Leão Veloso,"Apartamento para comprar 
Parque Iracema, Fortaleza",101,3,3,2,R$ 800.000,Cond. R$ 796 • IPTU R$ 158,Parque Iracema, Fortaleza
663,"Sapiranga, Fortaleza",Rua Francisco Martiniano Barbosa,"Casa de condomínio para comprar 
Sapiranga, Fortaleza",133,4,1,2,R$ 520.000,Cond. R$ 500 • IPTU R$ 1.013,Sapiranga, Fortaleza
664,"Meireles, Fortaleza",Rua Visconde de Mauá,"Apartamento para comprar 
Meireles, Fortaleza",129,3,4,2,R$ 1.401.068,Cond. R$ 1 • IPTU R$ 1,Meireles, Fortaleza
665,"Pedras, Fortaleza",Rua Quartzo,"Apartamento para comprar 
Pedras, Fortaleza",55,2,1,1,R$ 147.000,0,Pedras, Fortaleza
666,"Ancuri, Fortaleza",Rodovia Quarto Anel Viário,"Casa para comprar 
Ancuri, Fortaleza",89,3,2,2,R$ 220.000,0,Ancuri, Fortaleza
667,"Ancuri, Fortaleza",Rodovia Quarto Anel Viário,"Casa para comprar 
Ancuri, Fortaleza",91,3,2,1,R$ 190.000,0,Ancuri, Fortaleza
668,"Dionisio Torres, Fortaleza",Rua Nunes Valente,"Apartamento para comprar 
Dionisio Torres, Fortaleza",95,3,2,2,R$ 880.000,Cond. R$ 850 • IPTU R$ 1,Dionisio Torres, Fortaleza
669,"Edson Queiroz, Fortaleza",Rua Hil de Moraes,"Apartamento para comprar 
Edson Queiroz, Fortaleza",54,2,2,1,R$ 499.000,Cond. R$ 262,Edson Queiroz, Fortaleza
670,"Engenheiro Luciano Cavalcante, Fortaleza",Rua José Barreto Parente,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",153,3,1,3,R$ 950.000,Cond. R$ 1.140 • IPTU R$ 2.300,Engenheiro Luciano Cavalcante, Fortaleza
671,"Pedras, Fortaleza",Rua 3,"Apartamento para comprar 
Pedras, Fortaleza",50,2,1,1,R$ 130.000,Cond. R$ 225,Pedras, Fortaleza
672,"Praia do Futuro II, Fortaleza",Rua Doutor Manoel Rodrigues Monteiro,"Apartamento para comprar 
Praia do Futuro II, Fortaleza",266,4,4,2,R$ 320.000,Cond. R$ 400,Praia do Futuro II, Fortaleza
673,"São Bento, Fortaleza",Rua N,"Casa para comprar 
São Bento, Fortaleza",120,3,3,2,R$ 420.000,0,São Bento, Fortaleza
674,"Fátima, Fortaleza",Avenida Visconde do Rio Branco,"Apartamento para comprar 
Fátima, Fortaleza",61,2,2,1,R$ 590.000,IPTU R$ 10,Fátima, Fortaleza
675,"Dionisio Torres, Fortaleza",Rua Israel Bezerra,"Apartamento para comprar 
Dionisio Torres, Fortaleza",232,4,4,5,R$ 2.490.000,Cond. R$ 1.800,Dionisio Torres, Fortaleza
676,"José Bonifácio, Fortaleza",Rua Jaime Benévolo,"Casa para comprar 
José Bonifácio, Fortaleza",869,4,3,15,R$ 1.100.000,0,José Bonifácio, Fortaleza
677,"Meireles, Fortaleza",Rua Canuto de Aguiar,"Apartamento para comprar 
Meireles, Fortaleza",210,3,3,4,R$ 1.490.000,Cond. R$ 2.272 • IPTU R$ 175,Meireles, Fortaleza
678,"Cidade dos Funcionários, Fortaleza",Rua Manoel Monteiro,"Apartamento para comprar 
Cidade dos Funcionários, Fortaleza",66,2,2,1,R$ 220.000,Cond. R$ 517 • IPTU R$ 70,Cidade dos Funcionários, Fortaleza
679,"Praia de Iracema, Fortaleza",Rua Dragão do Mar,"Apartamento para comprar 
Praia de Iracema, Fortaleza",75,2,2,2,R$ 790.000,Cond. R$ 786 • IPTU R$ 1.999,Praia de Iracema, Fortaleza
680,"Passaré, Fortaleza",Avenida Heróis do Acre,"Apartamento para comprar 
Passaré, Fortaleza",75,3,2,1,R$ 275.000,Cond. R$ 385 • IPTU R$ 356,Passaré, Fortaleza
681,"Rachel de Queiroz, Fortaleza",Avenida Bernardo Manuel,"Casa para comprar 
Rachel de Queiroz, Fortaleza",71,2,3,2,R$ 385.000,Cond. R$ 500,Rachel de Queiroz, Fortaleza
682,"Mondubim, Fortaleza",Rua General Onofre,"Casa para comprar 
Mondubim, Fortaleza",157,3,1,4,R$ 950.000,IPTU R$ 900,Mondubim, Fortaleza
683,"Meireles, Fortaleza",Rua Silva Jatahy,"Apartamento para comprar 
Meireles, Fortaleza",96,3,3,2,R$ 860.000,0,Meireles, Fortaleza
684,"Maraponga, Fortaleza",Rua Sebastião de Abreu,"Apartamento para comprar 
Maraponga, Fortaleza",65,3,2,1,R$ 215.000,Cond. R$ 331,Maraponga, Fortaleza
685,"Centro, Fortaleza",Rua Senador Pompeu,"Apartamento para comprar 
Centro, Fortaleza",48,2,2,1,R$ 499.000,Cond. R$ 450 • IPTU R$ 1,Centro, Fortaleza
686,"Bonsucesso, Fortaleza",Rua Bias Mendes,"Apartamento para comprar 
Bonsucesso, Fortaleza",46,2,1,1,R$ 110.000,Cond. R$ 158,Bonsucesso, Fortaleza
687,"Papicu, Fortaleza",Rua Emídio Lobo,"Apartamento para comprar 
Papicu, Fortaleza",115,3,3,2,R$ 390.000,Cond. R$ 1.000 • IPTU R$ 900,Papicu, Fortaleza
688,"Dionisio Torres, Fortaleza",Rua Assis Chateaubriand,"Apartamento para comprar 
Dionisio Torres, Fortaleza",133,3,4,2,R$ 375.000,Cond. R$ 819,Dionisio Torres, Fortaleza
689,"Aldeota, Fortaleza",Rua Antônio Augusto,"Apartamento para comprar 
Aldeota, Fortaleza",93,3,3,2,R$ 830.000,Cond. R$ 900 • IPTU R$ 130,Aldeota, Fortaleza
690,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Doutor Francisco Gadelha,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",79,3,3,2,R$ 650.000,Cond. R$ 600,Engenheiro Luciano Cavalcante, Fortaleza
691,"Passaré, Fortaleza",Avenida dos Paroaras,"Apartamento para comprar 
Passaré, Fortaleza",123,2,2,1,R$ 375.000,Cond. R$ 440 • IPTU R$ 1.500,Passaré, Fortaleza
692,"Cidade dos Funcionários, Fortaleza",Rua Alice,"Casa para comprar 
Cidade dos Funcionários, Fortaleza",200,4,4,3,R$ 730.000,0,Cidade dos Funcionários, Fortaleza
693,"Lagoa Redonda, Fortaleza",Rua Lourdes Vidal Alves,"Casa de condomínio para comprar 
Lagoa Redonda, Fortaleza",96,3,3,2,R$ 365.000,Cond. R$ 650 • IPTU R$ 50,Lagoa Redonda, Fortaleza
