,bairro/cidade,rua,legenda,area m²,Quartos,banheiros,vagas,preço,condominio,bairro,cidade
276,"Cajazeiras, Fortaleza",Rua Doutora Wanda Sidou,"Casa de condomínio para comprar 
Cajazeiras, Fortaleza",230,3,5,4,R$ 1.270.000,Cond. R$ 1.028 • IPTU R$ 1,Cajazeiras, Fortaleza
277,"Meireles, Fortaleza",Rua Canuto de Aguiar,"Apartamento para comprar 
Meireles, Fortaleza",232,4,5,4,R$ 3.900.000,Cond. R$ 1.900,Meireles, Fortaleza
278,"José de Alencar, Fortaleza",Avenida Maestro Lisboa,"Casa para comprar 
José de Alencar, Fortaleza",430,5,6,6,R$ 4.900.000,0,José de Alencar, Fortaleza
279,"Presidente Kennedy, Fortaleza",Rua Coronel Luiz David de Souza,"Apartamento para comprar 
Presidente Kennedy, Fortaleza",94,3,2,3,R$ 750.000,Cond. R$ 600,Presidente Kennedy, Fortaleza
280,"Meireles, Fortaleza",Rua Doutor José Lourenço,"Apartamento para comprar 
Meireles, Fortaleza",253,4,6,5,R$ 4.500.000,0,Meireles, Fortaleza
281,"Meireles, Fortaleza",Rua Barão de Aracati,"Apartamento para comprar 
Meireles, Fortaleza",56,2,1,1,R$ 800.000,Cond. R$ 632 • IPTU R$ 1.200,Meireles, Fortaleza
282,"Aldeota, Fortaleza",Rua Eduardo Salgado,"Apartamento para comprar 
Aldeota, Fortaleza",117,3,4,3,R$ 1.290.000,Cond. R$ 1.062 • IPTU R$ 1,Aldeota, Fortaleza
283,"Meireles, Fortaleza",Avenida Rui Barbosa,"Apartamento para comprar 
Meireles, Fortaleza",128,3,4,2,R$ 760.000,Cond. R$ 1.360 • IPTU R$ 1,Meireles, Fortaleza
284,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Mariana Furtado Leite,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",74,3,3,2,R$ 650.000,Cond. R$ 731 • IPTU R$ 107,Engenheiro Luciano Cavalcante, Fortaleza
285,"Damas, Fortaleza",Rua Pedro Machado,"Apartamento para comprar 
Damas, Fortaleza",91,3,3,1,R$ 250.000,Cond. R$ 630 • IPTU R$ 432,Damas, Fortaleza
286,"Cambeba, Fortaleza",Rua Amâncio Valente,"Apartamento para comprar 
Cambeba, Fortaleza",77,3,2,1,R$ 470.000,Cond. R$ 400 • IPTU R$ 3.000,Cambeba, Fortaleza
287,"Varjota, Fortaleza",,"Apartamento para comprar 
Varjota, Fortaleza",153,3,4,3,R$ 1.800.000,Cond. R$ 1.200,Varjota, Fortaleza
288,"Meireles, Fortaleza",Rua Monsenhor Bruno,"Apartamento para comprar 
Meireles, Fortaleza",40,1,1,1,R$ 650.000,0,Meireles, Fortaleza
289,"Engenheiro Luciano Cavalcante, Fortaleza",Avenida Coronel José Philomeno Gomes,"Cobertura para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",164,4,5,3,R$ 1.959.000,Cond. R$ 750 • IPTU R$ 2.850,Engenheiro Luciano Cavalcante, Fortaleza
290,"Meireles, Fortaleza",Rua Joaquim Nabuco,"Apartamento para comprar 
Meireles, Fortaleza",75,2,2,2,R$ 1.000.000,Cond. R$ 1.005,Meireles, Fortaleza
291,"Jardim Cearense, Fortaleza",Rua Holanda,"Casa para comprar 
Jardim Cearense, Fortaleza",270,4,5,3,R$ 2.200.000,Cond. R$ 615,Jardim Cearense, Fortaleza
292,"Meireles, Fortaleza",Rua Doutor José Lourenço,"Apartamento para comprar 
Meireles, Fortaleza",117,3,4,2,R$ 1.495.000,Cond. R$ 1 • IPTU R$ 1,Meireles, Fortaleza
293,"Meireles, Fortaleza",Rua Osvaldo Cruz,"Apartamento para comprar 
Meireles, Fortaleza",141,3,4,2,R$ 600.000,Cond. R$ 1.320,Meireles, Fortaleza
294,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Reverendo Bolivar Pinto Bandeira,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",152,3,3,3,R$ 1.397.000,Cond. R$ 1.150 • IPTU R$ 2.380,Engenheiro Luciano Cavalcante, Fortaleza
295,"Cocó, Fortaleza",Rua Vilebaldo Aguiar,"Apartamento para comprar 
Cocó, Fortaleza",125,3,4,2,R$ 440.000,Cond. R$ 1.400 • IPTU R$ 1.289,Cocó, Fortaleza
296,"Cocó, Fortaleza",Rua Deusdedit Costa Sousa,"Casa para comprar 
Cocó, Fortaleza",228,4,5,4,R$ 840.000,0,Cocó, Fortaleza
297,"Mucuripe, Fortaleza",Rua Arquiteto Emílio Hinko,"Apartamento para comprar 
Mucuripe, Fortaleza",233,4,6,4,R$ 4.900.000,0,Mucuripe, Fortaleza
298,"Meireles, Fortaleza",Rua Monsenhor Bruno,"Apartamento para comprar 
Meireles, Fortaleza",183,5,5,4,R$ 1.590.000,Cond. R$ 1.900,Meireles, Fortaleza
299,"Cocó, Fortaleza",Rua Vilebaldo Aguiar,"Apartamento para comprar 
Cocó, Fortaleza",122,3,3,2,R$ 890.000,Cond. R$ 1.300,Cocó, Fortaleza
300,"Papicu, Fortaleza",,"Apartamento para comprar 
Papicu, Fortaleza",78,3,3,2,R$ 786.318,Cond. R$ 478 • IPTU R$ 1,Papicu, Fortaleza
301,"Joaquim Távora, Fortaleza",Rua João Brígido,"Apartamento para comprar 
Joaquim Távora, Fortaleza",119,3,4,2,R$ 974.000,Cond. R$ 850 • IPTU R$ 150,Joaquim Távora, Fortaleza
302,"Cocó, Fortaleza",Rua Bento Albuquerque,"Apartamento para comprar 
Cocó, Fortaleza",220,4,4,4,R$ 2.699.000,0,Cocó, Fortaleza
303,"Aldeota, Fortaleza",Rua Vicente Linhares,"Apartamento para comprar 
Aldeota, Fortaleza",123,3,4,2,R$ 870.000,Cond. R$ 1.100,Aldeota, Fortaleza
304,"Siqueira, Fortaleza",Rua da Paz,"Apartamento para comprar 
Siqueira, Fortaleza",39,1,1,1,R$ 599.900,Cond. R$ 700,Siqueira, Fortaleza
305,"Joaquim Távora, Fortaleza",Rua Monsenhor Bruno,"Apartamento para comprar 
Joaquim Távora, Fortaleza",130,4,4,2,R$ 670.000,Cond. R$ 793,Joaquim Távora, Fortaleza
306,"Meireles, Fortaleza",Rua Ana Bilhar,"Apartamento para comprar 
Meireles, Fortaleza",357,4,5,5,R$ 3.300.000,Cond. R$ 1 • IPTU R$ 1,Meireles, Fortaleza
307,"Benfica, Fortaleza",Rua Padre Francisco Pinto,"Apartamento para comprar 
Benfica, Fortaleza",68,3,2,2,R$ 707.840,0,Benfica, Fortaleza
308,"Sapiranga, Fortaleza",Rua Doutor Waldemar de Alcântara,"Apartamento para comprar 
Sapiranga, Fortaleza",95,3,4,2,R$ 420.000,Cond. R$ 850 • IPTU R$ 995,Sapiranga, Fortaleza
309,"Sapiranga-Coité, Fortaleza",Avenida Edilson Brasil Soares,"Casa para comprar 
Sapiranga-Coité, Fortaleza",172,4,4,10,R$ 935.000,0,Sapiranga-Coité, Fortaleza
310,"Meireles, Fortaleza",Rua República do Líbano,"Apartamento para comprar 
Meireles, Fortaleza",302,4,7,5,R$ 4.017.790,0,Meireles, Fortaleza
311,"Sabiaguaba, Fortaleza",Rua Francisco Matias,"Casa para comprar 
Sabiaguaba, Fortaleza",230,3,5,3,R$ 1.690.000,Cond. R$ 1.050 • IPTU R$ 1.500,Sabiaguaba, Fortaleza
312,"Dionisio Torres, Fortaleza",Rua Coronel Linhares,"Apartamento para comprar 
Dionisio Torres, Fortaleza",65,3,3,1,R$ 800.732,0,Dionisio Torres, Fortaleza
313,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Gontran Giffoni,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",189,3,4,3,R$ 1.800.000,Cond. R$ 1.150 • IPTU R$ 1,Engenheiro Luciano Cavalcante, Fortaleza
314,"Jóquei Clube, Fortaleza",Rua Diamantina,"Casa para comprar 
Jóquei Clube, Fortaleza",108,3,3,3,A partir de R$ 590.000,0,Jóquei Clube, Fortaleza
315,"Cambeba, Fortaleza",Rua dos Amigos,"Apartamento para comprar 
Cambeba, Fortaleza",129,4,4,2,R$ 850.000,Cond. R$ 1.200 • IPTU R$ 2.025,Cambeba, Fortaleza
316,"Joaquim Távora, Fortaleza",Rua João Brígido,"Apartamento para comprar 
Joaquim Távora, Fortaleza",110,3,3,3,R$ 900.000,Cond. R$ 550,Joaquim Távora, Fortaleza
317,"Meireles, Fortaleza",Rua Visconde de Mauá,"Apartamento para comprar 
Meireles, Fortaleza",400,4,4,9,R$ 6.500.000,0,Meireles, Fortaleza
318,"Manuel Dias Branco, Fortaleza",Rua G,"Apartamento para comprar 
Manuel Dias Branco, Fortaleza",314,3,4,3,R$ 699.000,Cond. R$ 1.840,Manuel Dias Branco, Fortaleza
319,"Praia de Iracema, Fortaleza",Rua Dragão do Mar,"Cobertura para comprar 
Praia de Iracema, Fortaleza",150,4,3,2,R$ 1.400.000,Cond. R$ 1.000 • IPTU R$ 1,Praia de Iracema, Fortaleza
320,"Engenheiro Luciano Cavalcante, Fortaleza",Rua José Alencar Ramos,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",142,3,4,3,R$ 1.520.000,Cond. R$ 1.500 • IPTU R$ 370,Engenheiro Luciano Cavalcante, Fortaleza
321,"Meireles, Fortaleza",Rua José Napoleão,"Apartamento para comprar 
Meireles, Fortaleza",92,3,3,2,R$ 900.000,Cond. R$ 1.000 • IPTU R$ 2.000,Meireles, Fortaleza
322,"Eusébio, Eusébio",Avenida Atlântica,"Casa para comprar 
Eusébio, Eusébio",266,4,5,4,R$ 1.790.000,0,Eusébio, Eusébio
323,"Meireles, Fortaleza",Rua Leonardo Mota,"Apartamento para comprar 
Meireles, Fortaleza",202,4,4,4,R$ 3.276.208,0,Meireles, Fortaleza
324,"Dionisio Torres, Fortaleza",Rua Beni Carvalho,"Apartamento para comprar 
Dionisio Torres, Fortaleza",118,3,4,3,R$ 680.000,Cond. R$ 1.737 • IPTU R$ 1,Dionisio Torres, Fortaleza
325,"Parque Iracema, Fortaleza",Rua 3,"Apartamento para comprar 
Parque Iracema, Fortaleza",73,3,2,2,R$ 612.000,Cond. R$ 541,Parque Iracema, Fortaleza
326,"Meireles, Fortaleza",Rua Monsenhor Bruno,"Apartamento para comprar 
Meireles, Fortaleza",39,1,1,1,R$ 500.000,Cond. R$ 500 • IPTU R$ 1.000,Meireles, Fortaleza
327,"Aldeota, Fortaleza",Rua Carolina Sucupira,"Apartamento para comprar 
Aldeota, Fortaleza",194,3,4,4,R$ 1.300.000,Cond. R$ 1.700,Aldeota, Fortaleza
328,"Aldeota, Fortaleza",Rua Nunes Valente,"Apartamento para comprar 
Aldeota, Fortaleza",94,3,3,2,R$ 950.000,Cond. R$ 955 • IPTU R$ 140,Aldeota, Fortaleza
329,"Meireles, Fortaleza",Rua Osvaldo Cruz,"Apartamento para comprar 
Meireles, Fortaleza",495,4,4,7,R$ 4.500.000,0,Meireles, Fortaleza
330,"José de Alencar, Fortaleza",Rua Doutor Jurandyr Nunes,"Casa para comprar 
José de Alencar, Fortaleza",800,5,5,5,R$ 1.790.000,0,José de Alencar, Fortaleza
331,"Meireles, Fortaleza",Rua Silva Paulet,"Apartamento para comprar 
Meireles, Fortaleza",271,4,5,5,R$ 3.542.547,Cond. R$ 1 • IPTU R$ 1,Meireles, Fortaleza
332,"Aldeota, Fortaleza",Travessa Beni de Carvalho,"Apartamento para comprar 
Aldeota, Fortaleza",400,4,5,4,R$ 1.950.000,Cond. R$ 1.200 • IPTU R$ 1,Aldeota, Fortaleza
333,"Meireles, Fortaleza",Rua José Napoleão,"Apartamento para comprar 
Meireles, Fortaleza",88,2,2,2,R$ 1.100.000,0,Meireles, Fortaleza
334,"José de Alencar, Fortaleza",Rua Mário Alencar Araripe,"Casa para comprar 
José de Alencar, Fortaleza",320,3,4,7,R$ 1.500.000,0,José de Alencar, Fortaleza
335,"Meireles, Fortaleza",Rua Leonardo Mota,"Apartamento para comprar 
Meireles, Fortaleza",203,3,4,4,R$ 3.200.000,0,Meireles, Fortaleza
336,"Aldeota, Fortaleza",Rua Desembargador Leite Albuquerque,"Apartamento para comprar 
Aldeota, Fortaleza",40,1,1,1,R$ 504.672,Cond. R$ 1 • IPTU R$ 1,Aldeota, Fortaleza
337,"Meireles, Fortaleza",Avenida Rui Barbosa,"Apartamento para comprar 
Meireles, Fortaleza",193,3,4,3,R$ 1.600.000,Cond. R$ 1.400 • IPTU R$ 274,Meireles, Fortaleza
338,"Aldeota, Fortaleza",Avenida Senador Virgílio Távora,"Apartamento para comprar 
Aldeota, Fortaleza",194,4,5,2,R$ 990.000,Cond. R$ 1.300,Aldeota, Fortaleza
339,"Meireles, Fortaleza",Avenida Desembargador Moreira,"Apartamento para comprar 
Meireles, Fortaleza",60,2,2,1,R$ 954.457,Cond. R$ 600 • IPTU R$ 1.200,Meireles, Fortaleza
340,"Meireles, Fortaleza",Rua Canuto de Aguiar,"Apartamento para comprar 
Meireles, Fortaleza",145,3,4,2,R$ 890.000,Cond. R$ 1.700,Meireles, Fortaleza
341,"Cocó, Fortaleza",Rua Bento Albuquerque,"Apartamento para comprar 
Cocó, Fortaleza",165,3,5,3,R$ 1.850.000,Cond. R$ 1.600,Cocó, Fortaleza
342,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Reverendo Bolivar Pinto Bandeira,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",189,4,4,4,R$ 2.500.000,0,Engenheiro Luciano Cavalcante, Fortaleza
343,"Aldeota, Fortaleza",Rua Vicente Leite,"Apartamento para comprar 
Aldeota, Fortaleza",204,4,5,4,R$ 2.890.000,Cond. R$ 2.250 • IPTU R$ 14.350,Aldeota, Fortaleza
344,"Guararapes, Fortaleza",Rua Carlota Pinheiro,"Apartamento para comprar 
Guararapes, Fortaleza",182,3,4,4,R$ 1.890.000,Cond. R$ 1.660 • IPTU R$ 1,Guararapes, Fortaleza
345,"Aldeota, Fortaleza",Rua Doutor José Lourenço,"Apartamento para comprar 
Aldeota, Fortaleza",98,3,3,3,R$ 1.400.000,0,Aldeota, Fortaleza
346,"Fátima, Fortaleza",,"Apartamento para comprar 
Fátima, Fortaleza",70,3,3,2,R$ 670.000,Cond. R$ 700 • IPTU R$ 1.200,Fátima, Fortaleza
347,"Cocó, Fortaleza",Rua Vilebaldo Aguiar,"Apartamento para comprar 
Cocó, Fortaleza",126,3,3,2,R$ 440.000,Cond. R$ 1.400,Cocó, Fortaleza
348,"Meireles, Fortaleza",Rua Joaquim Nabuco,"Apartamento para comprar 
Meireles, Fortaleza",357,4,5,5,R$ 3.400.000,0,Meireles, Fortaleza
349,"Papicu, Fortaleza",Rua Doutor Batista de Oliveira,"Apartamento para comprar 
Papicu, Fortaleza",165,4,4,3,R$ 1.850.000,Cond. R$ 1.800 • IPTU R$ 3.000,Papicu, Fortaleza
350,"Guararapes, Fortaleza",Rua Jaime Pinheiro,"Apartamento para comprar 
Guararapes, Fortaleza",77,3,3,2,R$ 890.307,0,Guararapes, Fortaleza
351,"Praia do Futuro II, Fortaleza",,"Apartamento para comprar 
Praia do Futuro II, Fortaleza",59,2,2,1,A partir de R$ 450.000,Cond. a partir de R$ 750 • IPTU R$ 66,Praia do Futuro II, Fortaleza
352,"Meireles, Fortaleza",Rua Silva Jatahy,"Apartamento para comprar 
Meireles, Fortaleza",54,2,2,1,R$ 890.000,0,Meireles, Fortaleza
353,"São João do Tauape, Fortaleza",Rua Nunes Valente,"Casa para comprar 
São João do Tauape, Fortaleza",296,5,6,2,R$ 1.100.000,0,São João do Tauape, Fortaleza
354,"Parquelândia, Fortaleza",Rua Érico Mota,"Casa para comprar 
Parquelândia, Fortaleza",294,4,2,2,R$ 1.100.000,IPTU R$ 183,Parquelândia, Fortaleza
355,"Aldeota, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Aldeota, Fortaleza",136,3,4,2,R$ 550.000,Cond. R$ 2.027 • IPTU R$ 1,Aldeota, Fortaleza
356,"Sapiranga, Fortaleza",Rua Marcelino Lopes,"Casa de condomínio para comprar 
Sapiranga, Fortaleza",360,4,6,6,R$ 1.300.000,Cond. R$ 1.900 • IPTU R$ 3.239,Sapiranga, Fortaleza
357,"Engenheiro Luciano Cavalcante, Fortaleza",Rua José Alencar Ramos,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",182,4,5,4,R$ 2.195.000,Cond. R$ 1.200,Engenheiro Luciano Cavalcante, Fortaleza
358,"Meireles, Fortaleza",Avenida Rui Barbosa,"Apartamento para comprar 
Meireles, Fortaleza",401,5,7,4,R$ 5.900.000,Cond. R$ 3.700 • IPTU R$ 18.700,Meireles, Fortaleza
359,"Meireles, Fortaleza",Rua Barbosa de Freitas,"Apartamento para comprar 
Meireles, Fortaleza",361,5,7,5,R$ 6.126.708,0,Meireles, Fortaleza
360,"Guararapes, Fortaleza",Rua Jornalista César Magalhães,"Apartamento para comprar 
Guararapes, Fortaleza",317,5,7,4,R$ 2.290.000,Cond. R$ 3.500 • IPTU R$ 6.200,Guararapes, Fortaleza
361,"Aldeota, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Aldeota, Fortaleza",215,3,4,3,R$ 649.000,Cond. R$ 2.300,Aldeota, Fortaleza
362,"Guararapes, Fortaleza",Rua Romeu Aldigueri,"Apartamento para comprar 
Guararapes, Fortaleza",164,3,4,4,R$ 2.100.000,Cond. R$ 1.500,Guararapes, Fortaleza
363,"Cocó, Fortaleza",Rua Doutor Gilberto Studart,"Apartamento para comprar 
Cocó, Fortaleza",113,3,4,3,R$ 590.000,Cond. R$ 1.800 • IPTU R$ 1,Cocó, Fortaleza
364,"Aldeota, Fortaleza",Rua Carolina Sucupira,"Apartamento para comprar 
Aldeota, Fortaleza",144,3,4,4,R$ 1.890.000,Cond. R$ 1.570 • IPTU R$ 4.000,Aldeota, Fortaleza
365,"Meireles, Fortaleza",Rua Antonele Bezerra,"Apartamento para comprar 
Meireles, Fortaleza",325,4,5,5,R$ 5.500.000,0,Meireles, Fortaleza
366,"Manoel Dias Branco, Fortaleza",Rua Zuca Accioly,"Casa para comprar 
Manoel Dias Branco, Fortaleza",1000,5,9,20,R$ 15.400.000,IPTU R$ 1,Manoel Dias Branco, Fortaleza
367,"Meireles, Fortaleza",Rua Nunes Valente,"Apartamento para comprar 
Meireles, Fortaleza",202,3,5,4,R$ 2.650.000,Cond. R$ 2.400,Meireles, Fortaleza
368,"Aldeota, Fortaleza",Rua Vicente Leite,"Apartamento para comprar 
Aldeota, Fortaleza",143,3,3,2,R$ 630.000,Cond. R$ 1.925,Aldeota, Fortaleza
369,"Edson Queiroz, Fortaleza",Rua Paulo de Almeida Sanford,"Casa para comprar 
Edson Queiroz, Fortaleza",400,5,5,15,R$ 1.200.000,IPTU R$ 1,Edson Queiroz, Fortaleza
370,"Dionisio Torres, Fortaleza",Rua Tibúrcio Cavalcanti,"Cobertura para comprar 
Dionisio Torres, Fortaleza",240,4,6,3,R$ 900.000,Cond. R$ 1.520 • IPTU R$ 1.600,Dionisio Torres, Fortaleza
371,"Engenheiro Luciano Cavalcante, Fortaleza",Rua José Alencar Ramos,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",141,3,3,3,R$ 1.520.000,0,Engenheiro Luciano Cavalcante, Fortaleza
372,"Meireles, Fortaleza",Rua Barbosa de Freitas,"Apartamento para comprar 
Meireles, Fortaleza",232,4,4,3,R$ 1.800.000,Cond. R$ 3.000,Meireles, Fortaleza
373,"Meireles, Fortaleza",Avenida da Abolição,"Apartamento para comprar 
Meireles, Fortaleza",70,2,2,2,R$ 890.000,Cond. R$ 810 • IPTU R$ 170,Meireles, Fortaleza
374,"Cocó, Fortaleza",Rua Andrade Furtado,"Apartamento para comprar 
Cocó, Fortaleza",140,3,4,3,R$ 950.000,Cond. R$ 1.600,Cocó, Fortaleza
375,"Dionisio Torres, Fortaleza",Rua Silva Paulet,"Apartamento para comprar 
Dionisio Torres, Fortaleza",70,3,3,2,R$ 380.000,Cond. R$ 1.000,Dionisio Torres, Fortaleza
376,"Cajazeiras, Fortaleza",Rua Tito de Barros,"Apartamento para comprar 
Cajazeiras, Fortaleza",73,3,2,1,R$ 249.000,Cond. R$ 550 • IPTU R$ 990,Cajazeiras, Fortaleza
377,"Coaçu, Eusébio",Avenida Eusébio de Queiroz,"Casa de condomínio para comprar 
Coaçu, Eusébio",660,5,6,6,R$ 11.900.000,0,Coaçu, Eusébio
378,"Meireles, Fortaleza",Rua Tenente Benévolo,"Apartamento para comprar 
Meireles, Fortaleza",65,2,2,1,R$ 950.000,0,Meireles, Fortaleza
379,"Fátima, Fortaleza",Rua Mário Mamede,"Casa para comprar 
Fátima, Fortaleza",452,4,3,7,R$ 3.000.000,0,Fátima, Fortaleza
380,"Cocó, Fortaleza",Rua Doutor Gilberto Studart,"Apartamento para comprar 
Cocó, Fortaleza",140,3,4,3,R$ 850.000,Cond. R$ 1.625,Cocó, Fortaleza
381,"Dionisio Torres, Fortaleza",Rua Israel Bezerra,"Apartamento para comprar 
Dionisio Torres, Fortaleza",168,3,4,3,R$ 1.350.000,Cond. R$ 1.607,Dionisio Torres, Fortaleza
382,"Aldeota, Fortaleza",Rua General Tertuliano Potiguara,"Apartamento para comprar 
Aldeota, Fortaleza",150,3,4,4,R$ 1.500.000,Cond. R$ 1.700 • IPTU R$ 4.570,Aldeota, Fortaleza
383,"Dionisio Torres, Fortaleza",Rua Tomás Acioli,"Apartamento para comprar 
Dionisio Torres, Fortaleza",190,3,4,3,R$ 950.000,Cond. R$ 1.750,Dionisio Torres, Fortaleza
384,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Reverendo Bolivar Pinto Bandeira,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",189,5,6,4,R$ 2.499.000,Cond. R$ 1.400 • IPTU R$ 4.400,Engenheiro Luciano Cavalcante, Fortaleza
385,"Aldeota, Fortaleza",Rua Padre Quindere,"Apartamento para comprar 
Aldeota, Fortaleza",220,4,5,4,R$ 790.000,Cond. R$ 2.600 • IPTU R$ 1,Aldeota, Fortaleza
386,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Doutor Adjemir Parahyba,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",203,3,5,3,R$ 1.680.000,Cond. R$ 1.000 • IPTU R$ 1.000,Engenheiro Luciano Cavalcante, Fortaleza
387,"Siqueira, Fortaleza",,"Apartamento para comprar 
Siqueira, Fortaleza",300,4,5,3,R$ 1.800.000,Cond. R$ 2.000 • IPTU R$ 8.000,Siqueira, Fortaleza
388,"Aldeota, Fortaleza",Rua Fonseca Lobo,"Apartamento para comprar 
Aldeota, Fortaleza",122,3,3,1,R$ 440.000,Cond. R$ 1.234 • IPTU R$ 1.400,Aldeota, Fortaleza
389,"Meireles, Fortaleza",Rua Ana Bilhar,"Apartamento para comprar 
Meireles, Fortaleza",247,4,5,5,R$ 3.750.000,0,Meireles, Fortaleza
390,"Meireles, Fortaleza",Rua Juazeiro do Norte,"Apartamento para comprar 
Meireles, Fortaleza",91,3,2,2,R$ 1.050.000,Cond. R$ 1.168 • IPTU R$ 303,Meireles, Fortaleza
391,"Aldeota, Fortaleza",Rua Monsenhor Catão,"Apartamento para comprar 
Aldeota, Fortaleza",233,4,5,3,R$ 1.200.000,Cond. R$ 2.300,Aldeota, Fortaleza
392,"Meireles, Fortaleza",Rua Leonardo Mota,"Apartamento para comprar 
Meireles, Fortaleza",210,3,3,4,R$ 3.500.000,Cond. R$ 2.800 • IPTU R$ 350,Meireles, Fortaleza
393,"Edson Queiroz, Fortaleza",Rua Governador Manoel de Castro Filho,"Apartamento para comprar 
Edson Queiroz, Fortaleza",81,3,3,2,R$ 710.000,Cond. R$ 640.000,Edson Queiroz, Fortaleza
394,"Meireles, Fortaleza",Rua Silva Paulet,"Apartamento para comprar 
Meireles, Fortaleza",272,4,5,5,R$ 4.468.176,IPTU R$ 2.020,Meireles, Fortaleza
395,"Guararapes, Fortaleza",Avenida Coronel Miguel Dias,"Apartamento para comprar 
Guararapes, Fortaleza",245,4,5,4,R$ 3.050.000,0,Guararapes, Fortaleza
396,"Meireles, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Meireles, Fortaleza",198,3,4,2,R$ 1.280.000,Cond. R$ 2.100,Meireles, Fortaleza
397,"Meireles, Fortaleza",Rua Camocim,"Apartamento para comprar 
Meireles, Fortaleza",420,4,5,5,R$ 7.204.398,0,Meireles, Fortaleza
398,"Guararapes, Fortaleza",Rua Felipe Nery,"Apartamento para comprar 
Guararapes, Fortaleza",151,3,3,3,R$ 715.000,Cond. R$ 1.700,Guararapes, Fortaleza
399,"Papicu, Fortaleza",Rua Joaquim Lima,"Apartamento para comprar 
Papicu, Fortaleza",98,3,3,2,R$ 986.014,Cond. R$ 637 • IPTU R$ 1.240,Papicu, Fortaleza
400,"Vicente Pinzon, Fortaleza",Rua Oliveira Viana,"Apartamento para comprar 
Vicente Pinzon, Fortaleza",100,3,2,2,R$ 320.000,Cond. R$ 1.300,Vicente Pinzon, Fortaleza
401,"Fátima, Fortaleza",Rua Mário Mamede,"Apartamento para comprar 
Fátima, Fortaleza",164,3,4,3,R$ 1.750.000,Cond. R$ 1.100,Fátima, Fortaleza
402,"Aldeota, Fortaleza",Rua Marcos Macêdo,"Apartamento para comprar 
Aldeota, Fortaleza",227,4,5,4,R$ 3.000.000,Cond. R$ 1.700 • IPTU R$ 800,Aldeota, Fortaleza
403,"Cambeba, Fortaleza",,"Casa de condomínio para comprar 
Cambeba, Fortaleza",281,5,5,4,R$ 1.720.000,Cond. R$ 2.000 • IPTU R$ 2.716,Cambeba, Fortaleza
404,"Meireles, Fortaleza",Rua Joaquim Nabuco,"Apartamento para comprar 
Meireles, Fortaleza",287,4,6,4,R$ 1.400.000,Cond. R$ 2.000 • IPTU R$ 8.000,Meireles, Fortaleza
405,"Meireles, Fortaleza",Rua Silva Jatahy,"Apartamento para comprar 
Meireles, Fortaleza",208,4,4,3,R$ 2.561.850,0,Meireles, Fortaleza
406,"Meireles, Fortaleza",Rua Deputado Moreira da Rocha,"Apartamento para comprar 
Meireles, Fortaleza",225,3,5,4,R$ 2.800.000,Cond. R$ 2.600 • IPTU R$ 8.689,Meireles, Fortaleza
407,"Meireles, Fortaleza",Rua Leonardo Mota,"Apartamento para comprar 
Meireles, Fortaleza",204,3,3,4,R$ 3.100.000,Cond. R$ 2.200,Meireles, Fortaleza
408,"Meireles, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Meireles, Fortaleza",198,4,6,3,R$ 1.350.000,Cond. R$ 2.100,Meireles, Fortaleza
409,"Cidade 2000, Fortaleza",Rua Andrade Furtado,"Apartamento para comprar 
Cidade 2000, Fortaleza",178,3,4,3,R$ 2.050.000,Cond. R$ 1.800 • IPTU R$ 1,Cidade 2000, Fortaleza
410,"Praia do Futuro I, Fortaleza",Rua Oliveira Filho,"Casa para comprar 
Praia do Futuro I, Fortaleza",250,4,4,6,R$ 1.800.000,IPTU R$ 1.367,Praia do Futuro I, Fortaleza
411,"Meireles, Fortaleza",Avenida Rui Barbosa,"Apartamento para comprar 
Meireles, Fortaleza",259,3,4,4,R$ 2.690.000,Cond. R$ 1.500 • IPTU R$ 1,Meireles, Fortaleza
412,"Meireles, Fortaleza",Rua Canuto de Aguiar,"Apartamento para comprar 
Meireles, Fortaleza",253,3,4,4,R$ 2.200.000,Cond. R$ 2.500,Meireles, Fortaleza
