,endereco,legenda,area m²,Quartos,banheiros,vagas,preço,condominio,rua,bairro,cidade,estado,preco p/ m²,endereco_geo,latitude,longitude,preco_bin,Regional,IDH-Educação,IDH-Longevidade,IDH-Renda,IDH
1168,"Avenida Trajano de Medeiros, 2201 - Vicente Pinzon, Fortaleza - CE","Casa de condomínio com 3 Quartos à Venda, 500m²",500.0,3,3,5,6800000.0,1.0,Avenida Trajano de Medeiros,Vicente Pinzon,Fortaleza,CE,13600.0,"Avenida Trajano de Medeiros, Vicente Pinzón, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60184-310, Brasil",-3.7255452427597366,-38.46710006424608,10001-15000,2,0.9261133603238868,0.3023064250411861,0.1300854605895991,0.331471933820208
1169,"Rua Doutor José Lourenço - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 257m²",257.0,4,5,5,3200000.0,2500.0,Rua Doutor José Lourenço,Meireles,Fortaleza,CE,12451.36186770428,"Rua Doutor José Lourenço, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60115-280, Brasil",-3.728734726322737,-38.50590506476694,10001-15000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1170,"Rua Dragão do Mar, 531 - Praia de Iracema, Fortaleza - CE","Cobertura com 4 Quartos à Venda, 150m²",150.0,4,3,2,1400000.0,1000.0,Rua Dragão do Mar,Praia de Iracema,Fortaleza,CE,9333.333333333334,"531, Rua Dragão do Mar, Praia de Iracema, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60060-390, Brasil",-3.7215372,-38.51640711865801,5001-10000,2,0.9838056680161944,0.7800658978583196,0.4864850641319888,0.720062246862019
1171,"Rua José Vilar, 1264 - Aldeota, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 52m²",52.0,2,2,1,735000.0,677.0,Rua José Vilar,Aldeota,Fortaleza,CE,14134.615384615385,"Rua José Vilar, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60140-230, Brasil",-3.739324229091458,-38.50581077364811,10001-15000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1172,"Rua Coronel Linhares - Meireles, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 179m²",179.0,3,3,2,990000.0,1850.0,Rua Coronel Linhares,Meireles,Fortaleza,CE,5530.72625698324,"Rua Coronel Linhares, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60170-240, Brasil",-3.731318268675133,-38.49247844440634,5001-10000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1173,"Rua Coronel Linhares, 1480 - Aldeota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 162m²",162.0,3,5,3,2380000.0,1350.0,Rua Coronel Linhares,Aldeota,Fortaleza,CE,14691.35802469136,"Rua Coronel Linhares, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60170-240, Brasil",-3.734271080214932,-38.49340358522203,10001-15000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1174,"Rua Atilano de Moura, 430 - Guararapes, Fortaleza - CE","Apartamento com 6 Quartos à Venda, 395m²",395.0,6,7,5,3600000.0,3100.0,Rua Atilano de Moura,Guararapes,Fortaleza,CE,9113.924050632912,"Avenida Atilano de Moura, Guararapes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60810-180, Brasil",-3.7617205528239706,-38.49014876912028,5001-10000,2,0.993927125506073,0.4794069192751236,0.9499194512745996,0.7678007652028228
1175,"Rua Doutor Márlio Fernandes, 35 - Guararapes, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 243m²",243.0,4,4,4,1300000.0,3000.0,Rua Doutor Márlio Fernandes,Guararapes,Fortaleza,CE,5349.794238683127,"Rua Doutor Márlio Fernandes, Guararapes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60810-015, Brasil",-3.760320580182657,-38.48468853620111,5001-10000,2,0.993927125506073,0.4794069192751236,0.9499194512745996,0.7678007652028228
1176,"Rua Marcos Macêdo, 435 - Aldeota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 191m²",191.0,3,4,2,949760.0,1700.0,Rua Marcos Macêdo,Aldeota,Fortaleza,CE,4972.565445026178,"Rua Marcos Macêdo, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60150-190, Brasil",-3.7350497100589353,-38.49528256317282,3001-5000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1177,"Rua Paula Rodrigues, 450 - Fátima, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 84m²",84.0,3,2,1,430000.0,650.0,Rua Paula Rodrigues,Fátima,Fortaleza,CE,5119.047619047619,"Rua Paula Rodrigues, Fátima, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60411-250, Brasil",-3.75279925,-38.5263206,5001-10000,4,0.9979757085020242,0.757825370675453,0.4434887100216648,0.6947958671151624
1178,"Rua Joaquim Lima - Papicu, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 198m²",198.0,4,3,4,550000.0,2700.0,Rua Joaquim Lima,Papicu,Fortaleza,CE,2777.777777777778,"Rua Joaquim Lima, Papicu, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60191-156, Brasil",-3.743214012943892,-38.4740067459323,1500-3000,2,0.951417004048583,0.4316309719934102,0.3617821880600768,0.5296352680519618
1179,"Rua Leonardo Mota, 1670 - Aldeota, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 367m²",367.0,4,6,4,1790000.0,3100.0,Rua Leonardo Mota,Aldeota,Fortaleza,CE,4877.384196185286,"Rua Leonardo Mota, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60140-155, Brasil",-3.74081915,-38.49766325,3001-5000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1180,"Rua Silva Jatahy, 355 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 275m²",275.0,4,6,4,2250000.0,3410.0,Rua Silva Jatahy,Meireles,Fortaleza,CE,8181.818181818182,"Rua Silva Jatahy, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-070, Brasil",-3.7301737941058266,-38.49019400019025,5001-10000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1181,"Avenida Rui Barbosa, 343 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 259m²",259.0,4,4,4,2800000.0,2200.0,Avenida Rui Barbosa,Meireles,Fortaleza,CE,10810.81081081081,"Avenida Rui Barbosa, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60115-220, Brasil",-3.727274662059636,-38.50660866265316,10001-15000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1182,"Rua Joaquim Nabuco, 643 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 460m²",460.0,4,6,5,2490000.0,3000.0,Rua Joaquim Nabuco,Meireles,Fortaleza,CE,5413.04347826087,"Rua Joaquim Nabuco, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60125-120, Brasil",-3.728381946484012,-38.49907519922546,5001-10000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1183,"Rua Rafael Tobias, 2240 - JOSE DE ALENCAR, Fortaleza - CE","Casa de condomínio com 4 Quartos à Venda, 278m²",278.0,4,4,3,1300000.0,1900.0,Rua Rafael Tobias,José de Alencar,Fortaleza,CE,4676.258992805755,"Rua Rafael Tobias, José de Alencar, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60830-584, Brasil",-3.8088846392204014,-38.47115600262311,3001-5000,6,0.944331983805668,0.1845140032948929,0.3074651564633407,0.3769785552749862
1184,"Rua Marcos Macêdo, 1 - Aldeota, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 161m²",161.0,4,4,3,1100000.0,1570.0,Rua Marcos Macêdo,Aldeota,Fortaleza,CE,6832.298136645963,"Rua Marcos Macêdo, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60150-190, Brasil",-3.7350497100589353,-38.49528256317282,5001-10000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1185,"Rua Professor Wilson Aguiar, 383 - Edson Queiroz, Fortaleza - CE","Casa com 4 Quartos à Venda, 438m²",438.0,4,6,9,3900000.0,1.0,Rua Professor Wilson Aguiar,Edson Queiroz,Fortaleza,CE,8904.109589041096,"383, Rua Professor Wilson Aguiar, Edson Queiroz, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60811-590, Brasil",-3.76034625,-38.47903658144378,5001-10000,6,0.9645748987854252,0.2240527182866556,0.198901262758421,0.3503008877181461
1186,"Rua Canuto de Aguiar - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 197m²",197.0,4,5,4,1600000.0,2500.0,Rua Canuto de Aguiar,Meireles,Fortaleza,CE,8121.827411167513,"Rua Canuto de Aguiar, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60160-120, Brasil",-3.729359812119017,-38.49935825433038,5001-10000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1187,"Rua Carolina Sucupira, 505 - Aldeota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 144m²",144.0,3,4,4,2100000.0,1570.0,Rua Carolina Sucupira,Aldeota,Fortaleza,CE,14583.333333333334,"Rua Carolina Sucupira, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60125-058, Brasil",-3.7412062,-38.4999503,10001-15000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1188,"Avenida Beira Mar - Mucuripe, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 240m²",240.0,3,3,4,3200000.0,2033.0,Avenida Beira Mar,Mucuripe,Fortaleza,CE,13333.333333333334,"Avenida Beira Mar, Mucuripe, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-121, Brasil",-3.723337651727699,-38.487658262380776,10001-15000,2,0.9827935222672064,0.6935749588138385,0.73180929102503,0.7930815919643188
1189,"Rua Pereira Valente, 1194 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 213m²",213.0,4,5,4,1000000.0,2100.0,Rua Pereira Valente,Meireles,Fortaleza,CE,4694.835680751174,"1194, Rua Pereira Valente, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60160-250, Brasil",-3.7345463,-38.4907882825802,3001-5000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1190,"Rua Maria Tomásia, 1245 - Aldeota, Fortaleza - CE","Apartamento com 5 Quartos à Venda, 172m²",172.0,5,5,3,1100000.0,1435.0,Rua Maria Tomásia,Aldeota,Fortaleza,CE,6395.348837209303,"Rua Maria Tomásia, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60150-170, Brasil",-3.73602031956906,-38.4955919091422,5001-10000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1191,"Rua Doutor Atualpa Barbosa Lima, 609 - Praia de Iracema, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 163m²",163.0,4,4,3,1850000.0,1729.0,Rua Doutor Atualpa Barbosa Lima,Praia de Iracema,Fortaleza,CE,11349.693251533745,"Rua Doutor Atualpa Barbosa Lima, Praia de Iracema, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60060-370, Brasil",-3.723335691491901,-38.51345650401998,10001-15000,2,0.9838056680161944,0.7800658978583196,0.4864850641319888,0.720062246862019
1192,"Rua Osvaldo Cruz - Meireles, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 285m²",285.0,3,5,4,3150000.0,2650.0,Rua Osvaldo Cruz,Meireles,Fortaleza,CE,11052.631578947368,"Rua Osvaldo Cruz, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60125-150, Brasil",-3.731149186801925,-38.49887184885045,10001-15000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1193,"Rua República do Líbano, 960 - Meireles, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 237m²",237.0,2,4,4,1400000.0,2800.0,Rua República do Líbano,Meireles,Fortaleza,CE,5907.172995780591,"Rua República do Líbano, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60160-140, Brasil",-3.731915941491373,-38.49482251963041,5001-10000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1194,"Rua Nunes Valente, 981 - Aldeota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 155m²",155.0,3,4,2,880000.0,1450.0,Rua Nunes Valente,Aldeota,Fortaleza,CE,5677.419354838709,"Rua Nunes Valente, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60125-030, Brasil",-3.7325158316165576,-38.5025284422021,5001-10000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1195,"Rua General Tertuliano Potiguara, 158 - Aldeota, Fortaleza - CE","Cobertura com 4 Quartos à Venda, 388m²",388.0,4,7,4,1495000.0,1776.0,Rua General Tertuliano Potiguara,Aldeota,Fortaleza,CE,3853.092783505155,"Rua General Tertuliano Potiguara, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60135-412, Brasil",-3.745493423880583,-38.493277274753936,3001-5000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1196,"Rua Lino Conde, 65 - Cambeba, Fortaleza - CE","Imóvel comercial com 4 Quartos à Venda, 500m²",500.0,4,4,4,9000000.0,1.0,Rua Lino Conde,Cambeba,Fortaleza,CE,18000.0,"Rua Lino Condé, Cambeba, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60822-245, Brasil",-3.799966371767174,-38.48109540515817,15000 - 250000000,6,0.9686234817813766,0.3525535420098847,0.4060532878790979,0.5175921753264556
1197,"Rua Silva Jatahy, 942 - Meireles, Fortaleza - CE","Apartamento com Quarto à Venda, 40m²",40.0,1,1,1,670000.0,500.0,Rua Silva Jatahy,Meireles,Fortaleza,CE,16750.0,"Luzon Residence Service, 942, Rua Silva Jatahy, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-070, Brasil",-3.7285855,-38.49560852317324,15000 - 250000000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1198,"Rua Engenheiro Samir Hiluy, 33 - Cocó, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 210m²",210.0,3,4,4,1550000.0,2080.0,Rua Engenheiro Samir Hiluy,Cocó,Fortaleza,CE,7380.952380952381,"33, Rua Engenheiro Samir Hiluy, Cocó, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60192-360, Brasil",-3.7473393,-38.48237018221171,5001-10000,2,0.9979757085020242,0.4967051070840197,0.8935119536647478,0.7622655996830392
1199,"Rua Leonardo Mota, 700 - Meireles, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 319m²",319.0,3,5,5,2990000.0,3850.0,Rua Leonardo Mota,Meireles,Fortaleza,CE,9373.040752351097,"Rua Leonardo Mota, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60170-040, Brasil",-3.7276212,-38.49345035,5001-10000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1200,"Rua Silva Jatahy - Meireles, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 290m²",290.0,3,4,4,2449000.0,2535.0,Rua Silva Jatahy,Meireles,Fortaleza,CE,8444.827586206897,"Rua Silva Jatahy, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-070, Brasil",-3.7301737941058266,-38.49019400019025,5001-10000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1201,"Rua Leonardo Mota, 555 - Aldeota, Fortaleza - CE","Apartamento com 5 Quartos à Venda, 341m²",341.0,5,6,5,3699999.0,2900.0,Rua Leonardo Mota,Aldeota,Fortaleza,CE,10850.436950146628,"Rua Leonardo Mota, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60140-155, Brasil",-3.74081915,-38.49766325,10001-15000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1202,"Rua Reverendo Bolivar Pinto Bandeira, 2038 - Engenheiro Luciano Cavalcante, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 146m²",146.0,4,5,3,1290000.0,989.0,Rua Reverendo Bolivar Pinto Bandeira,Engenheiro Luciano Cavalcante,Fortaleza,CE,8835.616438356165,"Rua Reverendo Bolivar Pinto Bandeira, Conjunto Santa Luzia do Cocó, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60811-310, Brasil",-3.771518291289632,-38.49256084562166,5001-10000,2,0.9676113360323886,0.3920922570016474,0.3757196027237456,0.5223773718191421
1203,"Rua Canuto de Aguiar, 600 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 253m²",253.0,4,5,4,2200000.0,2700.0,Rua Canuto de Aguiar,Meireles,Fortaleza,CE,8695.652173913044,"Rua Canuto de Aguiar, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60160-120, Brasil",-3.729359812119017,-38.49935825433038,5001-10000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1204,"Rua Canuto de Aguiar, 1122 - Meireles, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 139m²",139.0,3,4,2,650000.0,1470.0,Rua Canuto de Aguiar,Meireles,Fortaleza,CE,4676.258992805755,"Rua Canuto de Aguiar, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60160-120, Brasil",-3.729359812119017,-38.49935825433038,3001-5000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1205,"Rua Ildefonso Albano, 300 - Aldeota, Fortaleza - CE","Apartamento com Quarto à Venda, 42m²",42.0,1,1,1,900000.0,800.0,Rua Ildefonso Albano,Aldeota,Fortaleza,CE,21428.571428571428,"Rua Ildefonso Albano, Joaquim Távora, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60115-001, Brasil",-3.7438367383055047,-38.51675068711624,15000 - 250000000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1206,"Avenida Padre Antônio Tomás, 2160 - Aldeota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 150m²",150.0,3,5,3,870000.0,1420.0,Avenida Padre Antônio Tomás,Aldeota,Fortaleza,CE,5800.0,"Avenida Padre Antônio Tomás, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60170-002, Brasil",-3.740335665011847,-38.49905223875095,5001-10000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1207,"Rua Coronel Alves Teixeira, 1801 - Dionísio Torres, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 200m²",200.0,4,4,3,950000.0,2050.0,Rua Coronel Alves Teixeira,Dionísio Torres,Fortaleza,CE,4750.0,"Rua Coronel Alves Teixeira, Dionísio Torres, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60125-101, Brasil",-3.747019849096597,-38.50622479229222,3001-5000,2,0.9989878542510122,0.8813838550247116,0.721605477898073,0.8596896670374955
1208,"Avenida Coronel José Philomeno Gomes, 1069 - Engenheiro Luciano Cavalcante, Fortaleza - CE","Casa com 4 Quartos à Venda, 277m²",277.0,4,5,6,2875000.0,1.0,Avenida Coronel José Philomeno Gomes,Engenheiro Luciano Cavalcante,Fortaleza,CE,10379.061371841157,"1069, Avenida Coronel José Philomeno Gomes, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60813-820, Brasil",-3.77816155,-38.48784084785849,10001-15000,2,0.9676113360323886,0.3920922570016474,0.3757196027237456,0.5223773718191421
1209,"Rua da Paz, 81 - Mucuripe, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 261m²",261.0,3,3,3,2000000.0,3570.0,Rua da Paz,Mucuripe,Fortaleza,CE,7662.835249042146,"81, Rua da Paz, Mucuripe, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-180, Brasil",-3.7244101,-38.489023169324014,5001-10000,2,0.9827935222672064,0.6935749588138385,0.73180929102503,0.7930815919643188
1210,"Rua Rafael Tobias, 2240 - Sapiranga, Fortaleza - CE","Casa de condomínio com 3 Quartos à Venda, 277m²",277.0,3,4,3,1300000.0,2000.0,Rua Rafael Tobias,Sapiranga/Coité,Fortaleza,CE,4693.140794223827,"Rua Rafael Tobias, Conjunto Alvorada, Sapiranga / Coité, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60833-095, Brasil",-3.7932089349595577,-38.47250211976066,3001-5000,6,0.937246963562753,0.21499176276771,0.1913288054521692,0.3378200388826952
1211,"Rua Leonardo Mota, 1011 - Aldeota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 112m²",112.0,3,3,2,670000.0,1300.0,Rua Leonardo Mota,Aldeota,Fortaleza,CE,5982.142857142857,"Rua Leonardo Mota, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60140-155, Brasil",-3.74081915,-38.49766325,5001-10000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1212,"Rua Visconde de Mauá, 777 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 400m²",400.0,4,7,9,6600000.0,2700.0,Rua Visconde de Mauá,Meireles,Fortaleza,CE,16500.0,"Solar Praça Portugal, 777, Rua Visconde de Mauá, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60125-160, Brasil",-3.7326002,-38.49801987738972,15000 - 250000000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1213,"Rua Francisco Xerez, 582 - Guararapes, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 210m²",210.0,4,6,4,1100000.0,1500.0,Rua Francisco Xerez,Guararapes,Fortaleza,CE,5238.095238095239,"Rua Francisco Xerez, Guararapes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60810-035, Brasil",-3.76085067938326,-38.48548953474081,5001-10000,2,0.993927125506073,0.4794069192751236,0.9499194512745996,0.7678007652028228
1214,"Avenida Beira Mar, 2560 - Meireles, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 258m²",258.0,3,5,4,3300000.0,2900.0,Avenida Beira Mar,Meireles,Fortaleza,CE,12790.697674418603,"Avenida Beira Mar, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-120, Brasil",-3.725706945762444,-38.49683206490664,10001-15000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1215,"Rua Ana Bilhar, 88 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 247m²",247.0,4,5,5,3700000.0,1700.0,Rua Ana Bilhar,Meireles,Fortaleza,CE,14979.757085020245,"Rua Ana Bilhar, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60160-110, Brasil",-3.731576196360248,-38.48905398390895,10001-15000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1216,"Rua Leonardo Mota, 200 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 182m²",182.0,4,5,4,945000.0,2200.0,Rua Leonardo Mota,Meireles,Fortaleza,CE,5192.307692307692,"Rua Leonardo Mota, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60170-040, Brasil",-3.7276212,-38.49345035,5001-10000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1217,"Rua Camocim, 70 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 400m²",400.0,4,5,5,6986000.0,1.0,Rua Camocim,Meireles,Fortaleza,CE,17465.0,"Rua Camocim, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60115-018, Brasil",-3.723347673907202,-38.506908002931965,15000 - 250000000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1218,"Rua Vicente Linhares - Aldeota, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 150m²",150.0,4,5,3,1550000.0,2950.0,Rua Vicente Linhares,Aldeota,Fortaleza,CE,10333.333333333334,"Rua Vicente Linhares, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60175-020, Brasil",-3.744689005410655,-38.49247374933335,10001-15000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
