,endereco,legenda,area m²,Quartos,banheiros,vagas,preço,condominio,rua,bairro,cidade,estado,preco p/ m²,endereco_geo,latitude,longitude,preco_bin,Regional,IDH-Educação,IDH-Longevidade,IDH-Renda,IDH
3778,"Rua Monte Líbano, 96 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 44m²",44.0,2,1,1,75000.0,250.0,Rua Monte Líbano,Mondubim,Fortaleza,CE,1704.5454545454545,"Rua Monte Líbano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-376, Brasil",-3.824137728421249,-38.56148465823975,1500-3000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3779,"Via Coletora A, 1214 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 44m²",44.0,2,1,1,42000.0,210.0,Via Coletora A,Mondubim,Fortaleza,CE,954.5454545454544,"Rua Coletora A, Parque Santana, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60768-010, Brasil",-3.81615290652816,-38.58094778068958,0-1500,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3780,"Avenida I, 945 - Prefeito José Walter, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 44m²",44.0,2,1,1,150000.0,260.0,Avenida I,Prefeito José Walter,Fortaleza,CE,3409.090909090909,"Avenida I, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60750-080, Brasil",-3.8311435900241775,-38.55259524781496,3001-5000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
3781,"Rua 101, 255 - Novo Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 48m²",48.0,2,1,1,90000.0,175.0,Rua 101,Novo Mondubim,Fortaleza,CE,1875.0,"Rua 101, Novo Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60764-250, Brasil",-3.8073199376864144,-38.58577213944932,1500-3000,5,0.9281376518218624,0.2512355848434925,0.0527849977633475,0.2327907907886917
3782,"Rua 101, 420 - Novo Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 45m²",45.0,2,1,1,27000.0,200.0,Rua 101,Novo Mondubim,Fortaleza,CE,600.0,"Rua 101, Novo Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60764-250, Brasil",-3.8073199376864144,-38.58577213944932,0-1500,5,0.9281376518218624,0.2512355848434925,0.0527849977633475,0.2327907907886917
3783,"Rua Coronel de Queiroz, 620 - Prefeito José Walter, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 55m²",55.0,2,2,2,115000.0,325.0,Rua Coronel de Queiroz,Prefeito José Walter,Fortaleza,CE,2090.909090909091,"Rua Coronel de Queiroz, Cidade Nova, Planalto Ayrton Senna, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60760-415, Brasil",-3.834812641782584,-38.565886890432914,1500-3000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
3785,"Rua Mirtil Meyer, 169 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 52m²",52.0,2,2,1,115000.0,300.0,Rua Mirtil Meyer,Mondubim,Fortaleza,CE,2211.538461538461,"Rua Mirtil Meyer, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-418, Brasil",-3.810424716848568,-38.5703402262432,1500-3000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3786,"Via Coletora A, 16 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 44m²",44.0,2,1,1,38000.0,220.0,Via Coletora A,Mondubim,Fortaleza,CE,863.6363636363636,"Rua Coletora A, Parque Santana, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60768-010, Brasil",-3.81615290652816,-38.58094778068958,0-1500,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3788,"Rua Joaquim Pimenta, 207 - Montese, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 60m²",60.0,3,2,1,200000.0,380.0,Rua Joaquim Pimenta,Montese,Fortaleza,CE,3333.333333333333,"Rua Joaquim Pimenta, Montese, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60410-220, Brasil",-3.7652729900617534,-38.54430692357338,3001-5000,4,0.9645748987854252,0.642504118616145,0.1705527893833563,0.4728138969961172
3789,"Rua Monte Líbano, 967 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 44m²",44.0,2,1,1,70000.0,250.0,Rua Monte Líbano,Mondubim,Fortaleza,CE,1590.909090909091,"Rua Monte Líbano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-376, Brasil",-3.824137728421249,-38.56148465823975,1500-3000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3790,"Rua General Onofre, 101 - Mondubim, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 67m²",67.0,3,2,2,250000.0,480.0,Rua General Onofre,Mondubim,Fortaleza,CE,3731.3432835820895,"Rua General Onofre, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-170, Brasil",-3.808155249994812,-38.57022114836461,3001-5000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3792,"Rua Monte Líbano, 944 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 45m²",45.0,2,1,1,75000.0,280.0,Rua Monte Líbano,Mondubim,Fortaleza,CE,1666.6666666666667,"Rua Monte Líbano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-376, Brasil",-3.824137728421249,-38.56148465823975,1500-3000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3794,"Rua 101, 420 - Novo Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 40m²",40.0,2,1,1,27900.0,200.0,Rua 101,Novo Mondubim,Fortaleza,CE,697.5,"Rua 101, Novo Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60764-250, Brasil",-3.8073199376864144,-38.58577213944932,0-1500,5,0.9281376518218624,0.2512355848434925,0.0527849977633475,0.2327907907886917
3795,"Estrada do Siqueira, 1800 - Novo Mondubim, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 66m²",66.0,3,2,1,120000.0,250.0,Estrada do Siqueira,Novo Mondubim,Fortaleza,CE,1818.1818181818185,"Estrada do Siqueira, Novo Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60763-828, Brasil",-3.8102480353378567,-38.59030189709747,1500-3000,5,0.9281376518218624,0.2512355848434925,0.0527849977633475,0.2327907907886917
3796,"Rua Monte Líbano, 25 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 44m²",44.0,2,1,1,50000.0,250.0,Rua Monte Líbano,Mondubim,Fortaleza,CE,1136.3636363636365,"Rua Monte Líbano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-376, Brasil",-3.824137728421249,-38.56148465823975,0-1500,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3797,"Rua Amaro José Sousa, 315 - Mondubim, Fortaleza - CE","Casa com 2 Quartos à Venda, 65m²",65.0,2,1,2,210000.0,200.0,Rua Amaro José Sousa,Mondubim,Fortaleza,CE,3230.769230769231,"Rua Amaro José Sousa, Novo Renascer do Itaperi, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-391, Brasil",-3.827351981530263,-38.56453388129938,3001-5000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3798,"Rua Monte Líbano, 946 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 50m²",50.0,2,1,1,170000.0,300.0,Rua Monte Líbano,Mondubim,Fortaleza,CE,3400.0,"946, Rua Monte Líbano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-376, Brasil",-3.828274,-38.5647408,3001-5000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3800,"Rua Monte Líbano, 946 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 44m²",44.0,2,1,1,190000.0,352.0,Rua Monte Líbano,Mondubim,Fortaleza,CE,4318.181818181818,"946, Rua Monte Líbano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-376, Brasil",-3.828274,-38.5647408,3001-5000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3801,"Rua Coronel de Queiroz, 620 - Prefeito José Walter, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 55m²",55.0,2,2,1,110000.0,250.0,Rua Coronel de Queiroz,Prefeito José Walter,Fortaleza,CE,2000.0,"Rua Coronel de Queiroz, Cidade Nova, Planalto Ayrton Senna, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60760-415, Brasil",-3.834812641782584,-38.565886890432914,1500-3000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
3802,"Rua Alfredo Mamede, 555 - Novo Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 50m²",50.0,2,1,1,139000.0,295.0,Rua Alfredo Mamede,Novo Mondubim,Fortaleza,CE,2780.0,"Rua Alfredo Mamede, Novo Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60763-806, Brasil",-3.810669195474337,-38.58293881560782,1500-3000,5,0.9281376518218624,0.2512355848434925,0.0527849977633475,0.2327907907886917
3803,"Rua Monte Líbano, 96 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 44m²",44.0,2,1,1,130000.0,350.0,Rua Monte Líbano,Mondubim,Fortaleza,CE,2954.5454545454545,"Rua Monte Líbano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-376, Brasil",-3.824137728421249,-38.56148465823975,1500-3000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3804,"Via Coletora A, 1090 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 45m²",45.0,2,1,1,40000.0,200.0,Via Coletora A,Mondubim,Fortaleza,CE,888.8888888888889,"Rua Coletora A, Parque Santana, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60768-010, Brasil",-3.81615290652816,-38.58094778068958,0-1500,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3805,"Rua Monte Líbano, 178 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 44m²",44.0,2,1,1,68000.0,340.0,Rua Monte Líbano,Mondubim,Fortaleza,CE,1545.4545454545455,"Rua Monte Líbano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-376, Brasil",-3.824137728421249,-38.56148465823975,1500-3000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3806,"Avenida I, 945 - Prefeito José Walter, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 42m²",42.0,2,1,1,135000.0,230.0,Avenida I,Prefeito José Walter,Fortaleza,CE,3214.285714285714,"Avenida I, Cidade Jardim, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60750-080, Brasil",-3.829136637345475,-38.55191017349055,3001-5000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
3808,"Rua Antônio Luís Almeida Vale, 100 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 51m²",51.0,2,1,1,170000.0,288.0,Rua Antônio Luís Almeida Vale,Mondubim,Fortaleza,CE,3333.333333333333,"Rua Antônio Luís Almeida Vale, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-375, Brasil",-3.820155548251956,-38.56181980367079,3001-5000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3809,"Rua Alfredo Mamede, 637 - Novo Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 48m²",48.0,2,1,1,150000.0,250.0,Rua Alfredo Mamede,Novo Mondubim,Fortaleza,CE,3125.0,"Rua Alfredo Mamede, Novo Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60763-806, Brasil",-3.810669195474337,-38.58293881560782,3001-5000,5,0.9281376518218624,0.2512355848434925,0.0527849977633475,0.2327907907886917
3810,"Rua Nilo Firmeza, 173 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 49m²",49.0,2,2,1,110000.0,300.0,Rua Nilo Firmeza,Mondubim,Fortaleza,CE,2244.8979591836733,"173, Rua Nilo Firmeza, Parque Santana, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60768-110, Brasil",-3.8094205,-38.5788418,1500-3000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3811,"Rua Amaro José Sousa, 315 - Mondubim, Fortaleza - CE","Casa com 2 Quartos à Venda, 60m²",60.0,2,1,2,190000.0,200.0,Rua Amaro José Sousa,Mondubim,Fortaleza,CE,3166.6666666666665,"Rua Amaro José Sousa, Novo Renascer do Itaperi, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-391, Brasil",-3.827351981530263,-38.56453388129938,3001-5000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3812,"Avenida Doutor Silas Munguba, 302 - Parangaba, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 98m²",98.0,4,1,1,150000.0,1.0,Avenida Doutor Silas Munguba,Parangaba,Fortaleza,CE,1530.6122448979593,"Avenida Doutor Silas Munguba, Parangaba, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60710-015, Brasil",-3.778542926401268,-38.5612218079544,1500-3000,4,0.9676113360323886,0.4736408566721581,0.1604132982875721,0.4189190963565248
3813,"Via Coletora A, 100 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 44m²",44.0,2,1,1,40000.0,216.0,Via Coletora A,Mondubim,Fortaleza,CE,909.0909090909092,"100, Rua Coletora A, Parque Santana, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60767-820, Brasil",-3.8172726,-38.5800366,0-1500,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3814,"Via Coletora A, 1090 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 45m²",45.0,2,1,1,30000.0,200.0,Via Coletora A,Mondubim,Fortaleza,CE,666.6666666666666,"Rua Coletora A, Parque Santana, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60768-010, Brasil",-3.81615290652816,-38.58094778068958,0-1500,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3815,"Avenida Augusto dos Anjos, 220 - Parangaba, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 56m²",56.0,3,2,1,220000.0,320.0,Avenida Augusto dos Anjos,Parangaba,Fortaleza,CE,3928.571428571429,"Avenida Augusto dos Anjos, Parangaba, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60520-022, Brasil",-3.773629200760565,-38.57334349195464,3001-5000,4,0.9676113360323886,0.4736408566721581,0.1604132982875721,0.4189190963565248
3816,"Rua Desembargador Praxedes, 480 - Montese, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 86m²",86.0,3,1,1,252000.0,350.0,Rua Desembargador Praxedes,Montese,Fortaleza,CE,2930.232558139535,"Rua Desembargador Praxedes, Montese, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60420-478, Brasil",-3.7609522427642905,-38.547140857270165,1500-3000,4,0.9645748987854252,0.642504118616145,0.1705527893833563,0.4728138969961172
3817,"Rua 101, 420 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 40m²",40.0,2,1,1,27900.0,200.0,Rua 101,Mondubim,Fortaleza,CE,697.5,"Rua 101, Novo Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60764-250, Brasil",-3.8073199376864144,-38.58577213944932,0-1500,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3818,"Rua Monte Líbano, 96 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 44m²",44.0,2,1,1,198700.0,250.0,Rua Monte Líbano,Mondubim,Fortaleza,CE,4515.909090909091,"Rua Monte Líbano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-376, Brasil",-3.824137728421249,-38.56148465823975,3001-5000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3820,"Rua Monte Líbano, 960 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 45m²",45.0,2,1,1,65000.0,300.0,Rua Monte Líbano,Mondubim,Fortaleza,CE,1444.4444444444443,"Rua Monte Líbano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-376, Brasil",-3.824137728421249,-38.56148465823975,0-1500,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3821,"Avenida Bernardo Manuel, 13240 - Prefeito José Walter, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 58m²",58.0,2,2,1,190000.0,220.0,Avenida Bernardo Manuel,Prefeito José Walter,Fortaleza,CE,3275.862068965517,"Avenida Bernardo Manuel, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60760-300, Brasil",-3.842615391745341,-38.56511612443428,3001-5000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
3822,"Avenida I, 125 - Prefeito José Walter, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 45m²",45.0,2,1,1,118000.0,250.0,Avenida I,Prefeito José Walter,Fortaleza,CE,2622.222222222222,"Avenida I, Cidade Jardim, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60750-080, Brasil",-3.829136637345475,-38.55191017349055,1500-3000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
3823,"Rua 101, 420 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 40m²",40.0,2,1,1,28000.0,200.0,Rua 101,Mondubim,Fortaleza,CE,700.0,"Rua 101, Novo Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60764-250, Brasil",-3.8073199376864144,-38.58577213944932,0-1500,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3824,"Rua Monte Líbano, 946 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 45m²",45.0,2,1,1,65000.0,350.0,Rua Monte Líbano,Mondubim,Fortaleza,CE,1444.4444444444443,"946, Rua Monte Líbano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-376, Brasil",-3.828274,-38.5647408,0-1500,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3825,"Rua Monte Líbano, 944 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 40m²",40.0,2,1,1,60000.0,350.0,Rua Monte Líbano,Mondubim,Fortaleza,CE,1500.0,"Rua Monte Líbano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-376, Brasil",-3.824137728421249,-38.56148465823975,0-1500,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3826,"Rua Coronel Manuel Albano, 96 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 48m²",48.0,2,1,1,155000.0,350.0,Rua Coronel Manuel Albano,Mondubim,Fortaleza,CE,3229.1666666666665,"Rua Coronel Manuel Albano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60711-465, Brasil",-3.806607070928605,-38.56966748663914,3001-5000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3827,"Rua Professor Manoel Lourenço, 95 - Jóquei Clube, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 53m²",53.0,2,2,1,375000.0,380.0,Rua Professor Manoel Lourenço,Jóquei Clube,Fortaleza,CE,7075.471698113208,"Rua Professor Manoel Lourenço, Jóquei Clube, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60440-155, Brasil",-3.7626275650028727,-38.57254466417853,5001-10000,3,0.9635627530364372,0.5074135090609555,0.1372456721506071,0.4063624429818939
3828,"Rua Coronel de Queiroz, 620 - Prefeito José Walter, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 55m²",55.0,2,2,2,115000.0,325.0,Rua Coronel de Queiroz,Prefeito José Walter,Fortaleza,CE,2090.909090909091,"Rua Coronel de Queiroz, Cidade Nova, Planalto Ayrton Senna, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60760-415, Brasil",-3.8347956,-38.565933,1500-3000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
3829,"Rua Coronel Manuel Albano, 96 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 48m²",48.0,2,1,1,155000.0,350.0,Rua Coronel Manuel Albano,Mondubim,Fortaleza,CE,3229.1666666666665,"Rua Coronel Manuel Albano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60711-465, Brasil",-3.8065571,-38.5698261,3001-5000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
3830,"Rua Professor Manoel Lourenço, 95 - Jóquei Clube, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 53m²",53.0,2,2,1,375000.0,380.0,Rua Professor Manoel Lourenço,Jóquei Clube,Fortaleza,CE,7075.471698113208,"Rua Professor Manoel Lourenço, Jóquei Clube, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60440-155, Brasil",-3.761373778432884,-38.57188204002201,5001-10000,3,0.9635627530364372,0.5074135090609555,0.1372456721506071,0.4063624429818939
