,bairro/cidade,rua,legenda,area m²,Quartos,banheiros,vagas,preço,condominio,bairro,cidade
313,"Cambeba, Fortaleza",Rua dos Amigos,"Apartamento para comprar 
Cambeba, Fortaleza",129.0,4,4,2,850000.0,1200.0,Cambeba, Fortaleza
314,"Joaquim Távora, Fortaleza",Rua João Brígido,"Apartamento para comprar 
Joaquim Távora, Fortaleza",110.0,3,3,3,900000.0,550.0,Joaquim Távora, Fortaleza
315,"Meireles, Fortaleza",Rua Visconde de Mauá,"Apartamento para comprar 
Meireles, Fortaleza",400.0,4,4,9,6500000.0,0.0,Meireles, Fortaleza
316,"Manuel Dias Branco, Fortaleza",Rua G,"Apartamento para comprar 
Manuel Dias Branco, Fortaleza",314.0,3,4,3,699000.0,1840.0,Manuel Dias Branco, Fortaleza
317,"Praia de Iracema, Fortaleza",Rua Dragão do Mar,"Cobertura para comprar 
Praia de Iracema, Fortaleza",150.0,4,3,2,1400000.0,1000.0,Praia de Iracema, Fortaleza
318,"Engenheiro Luciano Cavalcante, Fortaleza",Rua José Alencar Ramos,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",142.0,3,4,3,1520000.0,1500.0,Engenheiro Luciano Cavalcante, Fortaleza
319,"Meireles, Fortaleza",Rua José Napoleão,"Apartamento para comprar 
Meireles, Fortaleza",92.0,3,3,2,900000.0,1000.0,Meireles, Fortaleza
320,"Eusébio, Eusébio",Avenida Atlântica,"Casa para comprar 
Eusébio, Eusébio",266.0,4,5,4,1790000.0,0.0,Eusébio, Eusébio
321,"Meireles, Fortaleza",Rua Leonardo Mota,"Apartamento para comprar 
Meireles, Fortaleza",202.0,4,4,4,3276208.0,0.0,Meireles, Fortaleza
322,"Dionisio Torres, Fortaleza",Rua Beni Carvalho,"Apartamento para comprar 
Dionisio Torres, Fortaleza",118.0,3,4,3,680000.0,1737.0,Dionisio Torres, Fortaleza
323,"Parque Iracema, Fortaleza",Rua 3,"Apartamento para comprar 
Parque Iracema, Fortaleza",73.0,3,2,2,612000.0,541.0,Parque Iracema, Fortaleza
324,"Meireles, Fortaleza",Rua Monsenhor Bruno,"Apartamento para comprar 
Meireles, Fortaleza",39.0,1,1,1,500000.0,500.0,Meireles, Fortaleza
325,"Aldeota, Fortaleza",Rua Carolina Sucupira,"Apartamento para comprar 
Aldeota, Fortaleza",194.0,3,4,4,1300000.0,1700.0,Aldeota, Fortaleza
326,"Aldeota, Fortaleza",Rua Nunes Valente,"Apartamento para comprar 
Aldeota, Fortaleza",94.0,3,3,2,950000.0,955.0,Aldeota, Fortaleza
327,"Meireles, Fortaleza",Rua Osvaldo Cruz,"Apartamento para comprar 
Meireles, Fortaleza",495.0,4,4,7,4500000.0,0.0,Meireles, Fortaleza
328,"José de Alencar, Fortaleza",Rua Doutor Jurandyr Nunes,"Casa para comprar 
José de Alencar, Fortaleza",800.0,5,5,5,1790000.0,0.0,José de Alencar, Fortaleza
329,"Meireles, Fortaleza",Rua Silva Paulet,"Apartamento para comprar 
Meireles, Fortaleza",271.0,4,5,5,3542547.0,1.0,Meireles, Fortaleza
330,"Aldeota, Fortaleza",Travessa Beni de Carvalho,"Apartamento para comprar 
Aldeota, Fortaleza",400.0,4,5,4,1950000.0,1200.0,Aldeota, Fortaleza
331,"Meireles, Fortaleza",Rua José Napoleão,"Apartamento para comprar 
Meireles, Fortaleza",88.0,2,2,2,1100000.0,0.0,Meireles, Fortaleza
332,"José de Alencar, Fortaleza",Rua Mário Alencar Araripe,"Casa para comprar 
José de Alencar, Fortaleza",320.0,3,4,7,1500000.0,0.0,José de Alencar, Fortaleza
333,"Meireles, Fortaleza",Rua Leonardo Mota,"Apartamento para comprar 
Meireles, Fortaleza",203.0,3,4,4,3200000.0,0.0,Meireles, Fortaleza
334,"Aldeota, Fortaleza",Rua Desembargador Leite Albuquerque,"Apartamento para comprar 
Aldeota, Fortaleza",40.0,1,1,1,504672.0,1.0,Aldeota, Fortaleza
335,"Meireles, Fortaleza",Avenida Rui Barbosa,"Apartamento para comprar 
Meireles, Fortaleza",193.0,3,4,3,1600000.0,1400.0,Meireles, Fortaleza
336,"Aldeota, Fortaleza",Avenida Senador Virgílio Távora,"Apartamento para comprar 
Aldeota, Fortaleza",194.0,4,5,2,990000.0,1300.0,Aldeota, Fortaleza
337,"Meireles, Fortaleza",Avenida Desembargador Moreira,"Apartamento para comprar 
Meireles, Fortaleza",60.0,2,2,1,954457.0,600.0,Meireles, Fortaleza
338,"Meireles, Fortaleza",Rua Canuto de Aguiar,"Apartamento para comprar 
Meireles, Fortaleza",145.0,3,4,2,890000.0,1700.0,Meireles, Fortaleza
339,"Cocó, Fortaleza",Rua Bento Albuquerque,"Apartamento para comprar 
Cocó, Fortaleza",165.0,3,5,3,1850000.0,1600.0,Cocó, Fortaleza
340,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Reverendo Bolivar Pinto Bandeira,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",189.0,4,4,4,2500000.0,0.0,Engenheiro Luciano Cavalcante, Fortaleza
341,"Aldeota, Fortaleza",Rua Vicente Leite,"Apartamento para comprar 
Aldeota, Fortaleza",204.0,4,5,4,2890000.0,2250.0,Aldeota, Fortaleza
342,"Guararapes, Fortaleza",Rua Carlota Pinheiro,"Apartamento para comprar 
Guararapes, Fortaleza",182.0,3,4,4,1890000.0,1660.0,Guararapes, Fortaleza
343,"Aldeota, Fortaleza",Rua Doutor José Lourenço,"Apartamento para comprar 
Aldeota, Fortaleza",98.0,3,3,3,1400000.0,0.0,Aldeota, Fortaleza
345,"Cocó, Fortaleza",Rua Vilebaldo Aguiar,"Apartamento para comprar 
Cocó, Fortaleza",126.0,3,3,2,440000.0,1400.0,Cocó, Fortaleza
346,"Meireles, Fortaleza",Rua Joaquim Nabuco,"Apartamento para comprar 
Meireles, Fortaleza",357.0,4,5,5,3400000.0,0.0,Meireles, Fortaleza
347,"Papicu, Fortaleza",Rua Doutor Batista de Oliveira,"Apartamento para comprar 
Papicu, Fortaleza",165.0,4,4,3,1850000.0,1800.0,Papicu, Fortaleza
348,"Guararapes, Fortaleza",Rua Jaime Pinheiro,"Apartamento para comprar 
Guararapes, Fortaleza",77.0,3,3,2,890307.0,0.0,Guararapes, Fortaleza
349,"Meireles, Fortaleza",Rua Silva Jatahy,"Apartamento para comprar 
Meireles, Fortaleza",54.0,2,2,1,890000.0,0.0,Meireles, Fortaleza
350,"São João do Tauape, Fortaleza",Rua Nunes Valente,"Casa para comprar 
São João do Tauape, Fortaleza",296.0,5,6,2,1100000.0,0.0,São João do Tauape, Fortaleza
351,"Parquelândia, Fortaleza",Rua Érico Mota,"Casa para comprar 
Parquelândia, Fortaleza",294.0,4,2,2,1100000.0,0.0,Parquelândia, Fortaleza
352,"Aldeota, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Aldeota, Fortaleza",136.0,3,4,2,550000.0,2027.0,Aldeota, Fortaleza
353,"Sapiranga, Fortaleza",Rua Marcelino Lopes,"Casa de condomínio para comprar 
Sapiranga, Fortaleza",360.0,4,6,6,1300000.0,1900.0,Sapiranga, Fortaleza
354,"Engenheiro Luciano Cavalcante, Fortaleza",Rua José Alencar Ramos,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",182.0,4,5,4,2195000.0,1200.0,Engenheiro Luciano Cavalcante, Fortaleza
355,"Meireles, Fortaleza",Avenida Rui Barbosa,"Apartamento para comprar 
Meireles, Fortaleza",401.0,5,7,4,5900000.0,3700.0,Meireles, Fortaleza
356,"Meireles, Fortaleza",Rua Barbosa de Freitas,"Apartamento para comprar 
Meireles, Fortaleza",361.0,5,7,5,6126708.0,0.0,Meireles, Fortaleza
357,"Guararapes, Fortaleza",Rua Jornalista César Magalhães,"Apartamento para comprar 
Guararapes, Fortaleza",317.0,5,7,4,2290000.0,3500.0,Guararapes, Fortaleza
358,"Aldeota, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Aldeota, Fortaleza",215.0,3,4,3,649000.0,2300.0,Aldeota, Fortaleza
359,"Guararapes, Fortaleza",Rua Romeu Aldigueri,"Apartamento para comprar 
Guararapes, Fortaleza",164.0,3,4,4,2100000.0,1500.0,Guararapes, Fortaleza
360,"Cocó, Fortaleza",Rua Doutor Gilberto Studart,"Apartamento para comprar 
Cocó, Fortaleza",113.0,3,4,3,590000.0,1800.0,Cocó, Fortaleza
361,"Aldeota, Fortaleza",Rua Carolina Sucupira,"Apartamento para comprar 
Aldeota, Fortaleza",144.0,3,4,4,1890000.0,1570.0,Aldeota, Fortaleza
362,"Meireles, Fortaleza",Rua Antonele Bezerra,"Apartamento para comprar 
Meireles, Fortaleza",325.0,4,5,5,5500000.0,0.0,Meireles, Fortaleza
363,"Manoel Dias Branco, Fortaleza",Rua Zuca Accioly,"Casa para comprar 
Manoel Dias Branco, Fortaleza",1000.0,5,9,20,15400000.0,0.0,Manoel Dias Branco, Fortaleza
364,"Meireles, Fortaleza",Rua Nunes Valente,"Apartamento para comprar 
Meireles, Fortaleza",202.0,3,5,4,2650000.0,2400.0,Meireles, Fortaleza
365,"Aldeota, Fortaleza",Rua Vicente Leite,"Apartamento para comprar 
Aldeota, Fortaleza",143.0,3,3,2,630000.0,1925.0,Aldeota, Fortaleza
366,"Edson Queiroz, Fortaleza",Rua Paulo de Almeida Sanford,"Casa para comprar 
Edson Queiroz, Fortaleza",400.0,5,5,15,1200000.0,0.0,Edson Queiroz, Fortaleza
367,"Dionisio Torres, Fortaleza",Rua Tibúrcio Cavalcanti,"Cobertura para comprar 
Dionisio Torres, Fortaleza",240.0,4,6,3,900000.0,1520.0,Dionisio Torres, Fortaleza
368,"Engenheiro Luciano Cavalcante, Fortaleza",Rua José Alencar Ramos,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",141.0,3,3,3,1520000.0,0.0,Engenheiro Luciano Cavalcante, Fortaleza
369,"Meireles, Fortaleza",Rua Barbosa de Freitas,"Apartamento para comprar 
Meireles, Fortaleza",232.0,4,4,3,1800000.0,3000.0,Meireles, Fortaleza
370,"Meireles, Fortaleza",Avenida da Abolição,"Apartamento para comprar 
Meireles, Fortaleza",70.0,2,2,2,890000.0,810.0,Meireles, Fortaleza
371,"Cocó, Fortaleza",Rua Andrade Furtado,"Apartamento para comprar 
Cocó, Fortaleza",140.0,3,4,3,950000.0,1600.0,Cocó, Fortaleza
372,"Dionisio Torres, Fortaleza",Rua Silva Paulet,"Apartamento para comprar 
Dionisio Torres, Fortaleza",70.0,3,3,2,380000.0,1000.0,Dionisio Torres, Fortaleza
373,"Cajazeiras, Fortaleza",Rua Tito de Barros,"Apartamento para comprar 
Cajazeiras, Fortaleza",73.0,3,2,1,249000.0,550.0,Cajazeiras, Fortaleza
374,"Coaçu, Eusébio",Avenida Eusébio de Queiroz,"Casa de condomínio para comprar 
Coaçu, Eusébio",660.0,5,6,6,11900000.0,0.0,Coaçu, Eusébio
375,"Meireles, Fortaleza",Rua Tenente Benévolo,"Apartamento para comprar 
Meireles, Fortaleza",65.0,2,2,1,950000.0,0.0,Meireles, Fortaleza
376,"Fátima, Fortaleza",Rua Mário Mamede,"Casa para comprar 
Fátima, Fortaleza",452.0,4,3,7,3000000.0,0.0,Fátima, Fortaleza
377,"Cocó, Fortaleza",Rua Doutor Gilberto Studart,"Apartamento para comprar 
Cocó, Fortaleza",140.0,3,4,3,850000.0,1625.0,Cocó, Fortaleza
378,"Dionisio Torres, Fortaleza",Rua Israel Bezerra,"Apartamento para comprar 
Dionisio Torres, Fortaleza",168.0,3,4,3,1350000.0,1607.0,Dionisio Torres, Fortaleza
379,"Aldeota, Fortaleza",Rua General Tertuliano Potiguara,"Apartamento para comprar 
Aldeota, Fortaleza",150.0,3,4,4,1500000.0,1700.0,Aldeota, Fortaleza
380,"Dionisio Torres, Fortaleza",Rua Tomás Acioli,"Apartamento para comprar 
Dionisio Torres, Fortaleza",190.0,3,4,3,950000.0,1750.0,Dionisio Torres, Fortaleza
381,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Reverendo Bolivar Pinto Bandeira,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",189.0,5,6,4,2499000.0,1400.0,Engenheiro Luciano Cavalcante, Fortaleza
382,"Aldeota, Fortaleza",Rua Padre Quindere,"Apartamento para comprar 
Aldeota, Fortaleza",220.0,4,5,4,790000.0,2600.0,Aldeota, Fortaleza
383,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Doutor Adjemir Parahyba,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",203.0,3,5,3,1680000.0,1000.0,Engenheiro Luciano Cavalcante, Fortaleza
385,"Aldeota, Fortaleza",Rua Fonseca Lobo,"Apartamento para comprar 
Aldeota, Fortaleza",122.0,3,3,1,440000.0,1234.0,Aldeota, Fortaleza
386,"Meireles, Fortaleza",Rua Ana Bilhar,"Apartamento para comprar 
Meireles, Fortaleza",247.0,4,5,5,3750000.0,0.0,Meireles, Fortaleza
387,"Meireles, Fortaleza",Rua Juazeiro do Norte,"Apartamento para comprar 
Meireles, Fortaleza",91.0,3,2,2,1050000.0,1168.0,Meireles, Fortaleza
388,"Aldeota, Fortaleza",Rua Monsenhor Catão,"Apartamento para comprar 
Aldeota, Fortaleza",233.0,4,5,3,1200000.0,2300.0,Aldeota, Fortaleza
389,"Meireles, Fortaleza",Rua Leonardo Mota,"Apartamento para comprar 
Meireles, Fortaleza",210.0,3,3,4,3500000.0,2800.0,Meireles, Fortaleza
390,"Edson Queiroz, Fortaleza",Rua Governador Manoel de Castro Filho,"Apartamento para comprar 
Edson Queiroz, Fortaleza",81.0,3,3,2,710000.0,640000.0,Edson Queiroz, Fortaleza
391,"Meireles, Fortaleza",Rua Silva Paulet,"Apartamento para comprar 
Meireles, Fortaleza",272.0,4,5,5,4468176.0,0.0,Meireles, Fortaleza
392,"Guararapes, Fortaleza",Avenida Coronel Miguel Dias,"Apartamento para comprar 
Guararapes, Fortaleza",245.0,4,5,4,3050000.0,0.0,Guararapes, Fortaleza
393,"Meireles, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Meireles, Fortaleza",198.0,3,4,2,1280000.0,2100.0,Meireles, Fortaleza
394,"Meireles, Fortaleza",Rua Camocim,"Apartamento para comprar 
Meireles, Fortaleza",420.0,4,5,5,7204398.0,0.0,Meireles, Fortaleza
395,"Guararapes, Fortaleza",Rua Felipe Nery,"Apartamento para comprar 
Guararapes, Fortaleza",151.0,3,3,3,715000.0,1700.0,Guararapes, Fortaleza
396,"Papicu, Fortaleza",Rua Joaquim Lima,"Apartamento para comprar 
Papicu, Fortaleza",98.0,3,3,2,986014.0,637.0,Papicu, Fortaleza
397,"Vicente Pinzon, Fortaleza",Rua Oliveira Viana,"Apartamento para comprar 
Vicente Pinzon, Fortaleza",100.0,3,2,2,320000.0,1300.0,Vicente Pinzon, Fortaleza
398,"Fátima, Fortaleza",Rua Mário Mamede,"Apartamento para comprar 
Fátima, Fortaleza",164.0,3,4,3,1750000.0,1100.0,Fátima, Fortaleza
399,"Aldeota, Fortaleza",Rua Marcos Macêdo,"Apartamento para comprar 
Aldeota, Fortaleza",227.0,4,5,4,3000000.0,1700.0,Aldeota, Fortaleza
401,"Meireles, Fortaleza",Rua Joaquim Nabuco,"Apartamento para comprar 
Meireles, Fortaleza",287.0,4,6,4,1400000.0,2000.0,Meireles, Fortaleza
402,"Meireles, Fortaleza",Rua Silva Jatahy,"Apartamento para comprar 
Meireles, Fortaleza",208.0,4,4,3,2561850.0,0.0,Meireles, Fortaleza
403,"Meireles, Fortaleza",Rua Deputado Moreira da Rocha,"Apartamento para comprar 
Meireles, Fortaleza",225.0,3,5,4,2800000.0,2600.0,Meireles, Fortaleza
404,"Meireles, Fortaleza",Rua Leonardo Mota,"Apartamento para comprar 
Meireles, Fortaleza",204.0,3,3,4,3100000.0,2200.0,Meireles, Fortaleza
405,"Meireles, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Meireles, Fortaleza",198.0,4,6,3,1350000.0,2100.0,Meireles, Fortaleza
406,"Cidade 2000, Fortaleza",Rua Andrade Furtado,"Apartamento para comprar 
Cidade 2000, Fortaleza",178.0,3,4,3,2050000.0,1800.0,Cidade 2000, Fortaleza
407,"Praia do Futuro I, Fortaleza",Rua Oliveira Filho,"Casa para comprar 
Praia do Futuro I, Fortaleza",250.0,4,4,6,1800000.0,0.0,Praia do Futuro I, Fortaleza
408,"Meireles, Fortaleza",Avenida Rui Barbosa,"Apartamento para comprar 
Meireles, Fortaleza",259.0,3,4,4,2690000.0,1500.0,Meireles, Fortaleza
409,"Meireles, Fortaleza",Rua Canuto de Aguiar,"Apartamento para comprar 
Meireles, Fortaleza",253.0,3,4,4,2200000.0,2500.0,Meireles, Fortaleza
410,"Meireles, Fortaleza",Rua Silva Jatahy,"Apartamento para comprar 
Meireles, Fortaleza",193.0,3,5,2,1199000.0,1850.0,Meireles, Fortaleza
411,"Aldeota, Fortaleza",Rua Coronel Jucá,"Apartamento para comprar 
Aldeota, Fortaleza",204.0,4,5,4,2090000.0,1400.0,Aldeota, Fortaleza
412,"Aldeota, Fortaleza",Rua Marcos Macêdo,"Apartamento para comprar 
Aldeota, Fortaleza",158.0,3,4,2,1590000.0,1800.0,Aldeota, Fortaleza
413,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Reverendo Bolivar Pinto Bandeira,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",292.0,4,5,4,2600000.0,2000.0,Engenheiro Luciano Cavalcante, Fortaleza
414,"Mucuripe, Fortaleza",Rua Comandante Prata,"Apartamento para comprar 
Mucuripe, Fortaleza",250.0,3,5,2,1290000.0,1250.0,Mucuripe, Fortaleza
415,"De Lourdes, Fortaleza",Avenida Trajano de Medeiros,"Casa de condomínio para comprar 
De Lourdes, Fortaleza",341.0,4,6,5,4900000.0,3000.0,De Lourdes, Fortaleza
416,"Cocó, Fortaleza",Rua Doutor Gilberto Studart,"Apartamento para comprar 
Cocó, Fortaleza",165.0,3,4,3,1500000.0,0.0,Cocó, Fortaleza
417,"Fátima, Fortaleza",Rua Doutor José Vítor,"Apartamento para comprar 
Fátima, Fortaleza",141.0,3,4,3,1881000.0,0.0,Fátima, Fortaleza
418,"Aldeota, Fortaleza",Avenida Heraclito Graça,"Apartamento para comprar 
Aldeota, Fortaleza",88.0,2,3,1,350000.0,730.0,Aldeota, Fortaleza
419,"Meireles, Fortaleza",Rua José Vilar,"Apartamento para comprar 
Meireles, Fortaleza",58.0,2,2,1,953000.0,0.0,Meireles, Fortaleza
420,"Guararapes, Fortaleza",Rua Desembargador Manuel Sales Andrade,"Apartamento para comprar 
Guararapes, Fortaleza",248.0,4,5,5,3700000.0,2000.0,Guararapes, Fortaleza
421,"Meireles, Fortaleza",Rua Silva Paulet,"Apartamento para comprar 
Meireles, Fortaleza",271.0,5,5,4,3540000.0,0.0,Meireles, Fortaleza
422,"Meireles, Fortaleza",Rua República do Líbano,"Cobertura para comprar 
Meireles, Fortaleza",320.0,3,5,2,1300000.0,2000.0,Meireles, Fortaleza
423,"Aldeota, Fortaleza",Rua Vicente Linhares,"Apartamento para comprar 
Aldeota, Fortaleza",271.0,4,5,5,3500000.0,0.0,Aldeota, Fortaleza
424,"Meireles, Fortaleza",Rua Silva Jatahy,"Apartamento para comprar 
Meireles, Fortaleza",260.0,3,4,4,2450000.0,2535.0,Meireles, Fortaleza
425,"Aldeota, Fortaleza",Rua Carolina Sucupira,"Apartamento para comprar 
Aldeota, Fortaleza",157.0,3,3,3,1000000.0,1900.0,Aldeota, Fortaleza
426,"Lagoa Redonda, Fortaleza",Rua Ferreira Araújo,"Casa para comprar 
Lagoa Redonda, Fortaleza",274.0,8,10,12,670000.0,800000.0,Lagoa Redonda, Fortaleza
427,"Meireles, Fortaleza",Rua Leonardo Mota,"Apartamento para comprar 
Meireles, Fortaleza",202.0,3,4,4,2700000.0,2600.0,Meireles, Fortaleza
428,"Meireles, Fortaleza",Rua Osvaldo Cruz,"Apartamento para comprar 
Meireles, Fortaleza",311.0,4,5,5,4899990.0,2000.0,Meireles, Fortaleza
429,"Aldeota, Fortaleza",Rua Doutor José Lourenço,"Apartamento para comprar 
Aldeota, Fortaleza",113.0,3,4,2,1330000.0,0.0,Aldeota, Fortaleza
430,"Aldeota, Fortaleza",Avenida Desembargador Moreira,"Apartamento para comprar 
Aldeota, Fortaleza",186.0,5,6,2,1200000.0,0.0,Aldeota, Fortaleza
431,"Meireles, Fortaleza",Avenida da Abolição,"Apartamento para comprar 
Meireles, Fortaleza",62.0,1,2,2,1260870.0,1800.0,Meireles, Fortaleza
432,"Meireles, Fortaleza",Rua Ana Bilhar,"Apartamento para comprar 
Meireles, Fortaleza",247.0,4,5,5,2926890.0,0.0,Meireles, Fortaleza
433,"Meireles, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Meireles, Fortaleza",350.0,4,5,5,3450000.0,4300.0,Meireles, Fortaleza
434,"Cidade dos Funcionários, Fortaleza",Rua Desembargador Avelar,"Casa para comprar 
Cidade dos Funcionários, Fortaleza",562.0,3,5,5,2300000.0,0.0,Cidade dos Funcionários, Fortaleza
436,"Meireles, Fortaleza",Avenida Rui Barbosa,"Apartamento para comprar 
Meireles, Fortaleza",195.0,4,5,3,1780000.0,1100.0,Meireles, Fortaleza
437,"Meireles, Fortaleza",Rua Coronel Linhares,"Apartamento para comprar 
Meireles, Fortaleza",298.0,3,5,3,1300000.0,2500.0,Meireles, Fortaleza
438,"Meireles, Fortaleza",Rua Monsenhor Bruno,"Apartamento para comprar 
Meireles, Fortaleza",66.0,2,2,1,990000.0,0.0,Meireles, Fortaleza
439,"Cocó, Fortaleza",Rua Andrade Furtado,"Cobertura para comprar 
Cocó, Fortaleza",278.0,3,4,4,2300000.0,1900000.0,Cocó, Fortaleza
440,"Manoel Dias Branco, Fortaleza",Rua Bento Albuquerque,"Apartamento para comprar 
Manoel Dias Branco, Fortaleza",145.0,4,5,3,1435000.0,1270.0,Manoel Dias Branco, Fortaleza
441,"José de Alencar, Fortaleza",Rua Rafael Tobias,"Casa para comprar 
José de Alencar, Fortaleza",507.0,4,4,5,1300000.0,0.0,José de Alencar, Fortaleza
442,"Meireles, Fortaleza",Avenida Beira Mar,"Apartamento para comprar 
Meireles, Fortaleza",66.0,2,1,1,1249000.0,700.0,Meireles, Fortaleza
443,"Meireles, Fortaleza",Rua Barão de Aracati,"Apartamento para comprar 
Meireles, Fortaleza",236.0,4,6,4,2600000.0,2000.0,Meireles, Fortaleza
444,"Meireles, Fortaleza",Avenida Beira Mar,"Apartamento para comprar 
Meireles, Fortaleza",359.0,4,5,4,3799000.0,2751.0,Meireles, Fortaleza
445,"Cocó, Fortaleza",Rua João Adolfo Gurgel,"Apartamento para comprar 
Cocó, Fortaleza",217.0,3,4,6,1750000.0,1748.0,Cocó, Fortaleza
447,"Meireles, Fortaleza",Rua Monsenhor Bruno,"Apartamento para comprar 
Meireles, Fortaleza",183.0,3,4,4,1890000.0,1950.0,Meireles, Fortaleza
448,"Meireles, Fortaleza",Rua Silva Jatahy,"Apartamento para comprar 
Meireles, Fortaleza",356.0,5,7,5,5760000.0,5000.0,Meireles, Fortaleza
449,"Guararapes, Fortaleza",Avenida Coronel Miguel Dias,"Apartamento para comprar 
Guararapes, Fortaleza",220.0,3,5,4,2300000.0,2000.0,Guararapes, Fortaleza
450,"Meireles, Fortaleza",Rua Barbosa de Freitas,"Apartamento para comprar 
Meireles, Fortaleza",220.0,3,4,3,1300000.0,2500.0,Meireles, Fortaleza
451,"Aldeota, Fortaleza",Rua Monsenhor Catão,"Apartamento para comprar 
Aldeota, Fortaleza",264.0,3,4,4,2500000.0,1500.0,Aldeota, Fortaleza
452,"Meireles, Fortaleza",Rua Coronel Jucá,"Apartamento para comprar 
Meireles, Fortaleza",102.0,3,3,2,1050000.0,750.0,Meireles, Fortaleza
454,"Guararapes, Fortaleza",Rua Jornalista César Magalhães,"Apartamento para comprar 
Guararapes, Fortaleza",314.0,6,6,5,2400000.0,2400.0,Guararapes, Fortaleza
455,"Meireles, Fortaleza",Rua Tomás Pompeu,"Apartamento para comprar 
Meireles, Fortaleza",220.0,3,4,4,1990000.0,2400.0,Meireles, Fortaleza
456,"Meireles, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Meireles, Fortaleza",302.0,4,5,4,2400000.0,2600.0,Meireles, Fortaleza
457,"Dionisio Torres, Fortaleza",Rua Osvaldo Cruz,"Apartamento para comprar 
Dionisio Torres, Fortaleza",458.0,4,6,3,2400000.0,2600.0,Dionisio Torres, Fortaleza
458,"Meireles, Fortaleza",Rua Visconde de Mauá,"Apartamento para comprar 
Meireles, Fortaleza",240.0,4,5,4,1400000.0,2430.0,Meireles, Fortaleza
459,"Guararapes, Fortaleza",Rua Desembargador Manuel Sales Andrade,"Apartamento para comprar 
Guararapes, Fortaleza",304.0,4,5,4,2700000.0,4500.0,Guararapes, Fortaleza
460,"De Lourdes, Fortaleza",Rua Glaura Arruda Alcântara,"Casa de condomínio para comprar 
De Lourdes, Fortaleza",500.0,6,7,4,3500000.0,2300.0,De Lourdes, Fortaleza
461,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Luiza Miranda Coelho,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",75.0,3,2,2,819999.0,0.0,Engenheiro Luciano Cavalcante, Fortaleza
462,"Paupina, Fortaleza",Rua A,"Apartamento para comprar 
Paupina, Fortaleza",46.0,2,1,1,65000.0,300.0,Paupina, Fortaleza
463,"Manoel Dias Branco, Fortaleza",Rua Bento Albuquerque,"Apartamento para comprar 
Manoel Dias Branco, Fortaleza",116.0,3,3,2,1190000.0,0.0,Manoel Dias Branco, Fortaleza
464,"Fátima, Fortaleza",Avenida Visconde do Rio Branco,"Apartamento para comprar 
Fátima, Fortaleza",61.0,2,2,1,554000.0,0.0,Fátima, Fortaleza
465,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Caio Cid,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",60.0,2,2,1,626000.0,0.0,Engenheiro Luciano Cavalcante, Fortaleza
466,"Parque Iracema, Fortaleza",Rua 3,"Apartamento para comprar 
Parque Iracema, Fortaleza",86.0,2,3,2,799000.0,693.0,Parque Iracema, Fortaleza
467,"Edson Queiroz, Fortaleza",Rua Afonso Pena,"Apartamento para comprar 
Edson Queiroz, Fortaleza",271.0,3,5,3,990000.0,2000.0,Edson Queiroz, Fortaleza
468,"Cambeba, Fortaleza",Rua do Anjo Branco,"Apartamento para comprar 
Cambeba, Fortaleza",76.0,3,3,2,610000.0,600.0,Cambeba, Fortaleza
469,"Parreão, Fortaleza",Rua Jorge Acúrcio,"Casa para comprar 
Parreão, Fortaleza",190.0,3,3,4,1200000.0,0.0,Parreão, Fortaleza
470,"Papicu, Fortaleza",Rua Fausto Cabral,"Apartamento para comprar 
Papicu, Fortaleza",110.0,3,4,1,320000.0,900.0,Papicu, Fortaleza
471,"Centro, Fortaleza",Rua Pero Coelho,"Casa para comprar 
Centro, Fortaleza",210.0,5,4,2,565000.0,0.0,Centro, Fortaleza
472,"Aldeota, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Aldeota, Fortaleza",120.0,3,5,3,1160000.0,1100.0,Aldeota, Fortaleza
473,"Mucuripe, Fortaleza",Rua da Paz,"Apartamento para comprar 
Mucuripe, Fortaleza",45.0,1,1,1,671297.0,300.0,Mucuripe, Fortaleza
